segregation_id,date,user_id,material_type,processed_qty,remaining_qty,status
1164,2023-09-05 00:00:00,60,Organic,355.144,88.786,Pending
1165,2023-05-11 00:00:00,77,Glass,184.104,46.026,Pending
1166,2024-02-21 00:00:00,28,Organic,313.656,78.414,Rejected
1167,2023-11-19 00:00:00,31,Organic,50.264,12.566,Pending
1168,2024-03-06 00:00:00,82,Plastic,244.936,61.234,Pending
1169,2023-12-21 00:00:00,54,Organic,78.216,19.554,Pending
1170,2023-07-15 00:00:00,43,Metal,203.312,50.828,Completed
1171,2023-12-03 00:00:00,62,Organic,399.032,99.758,Pending
1172,2023-09-02 00:00:00,62,Plastic,183.984,45.996,Rejected
1173,2023-09-18 00:00:00,77,Organic,153.728,38.432,Rejected
1174,2023-06-02 00:00:00,33,Glass,376.952,94.238,Rejected
1175,2023-02-25 00:00:00,99,Glass,318.704,79.676,Completed
1176,2023-12-04 00:00:00,26,Metal,127.192,31.798,Completed
1177,2023-09-07 00:00:00,33,Paper,201.552,50.388,Rejected
1178,2023-03-03 00:00:00,62,Glass,150.104,37.526,Rejected
1179,2023-03-20 00:00:00,45,Glass,346.352,86.588,Pending
1180,2023-03-05 00:00:00,95,Metal,251.992,62.998,Rejected
1181,2023-01-17 00:00:00,65,Metal,19.712,4.928,Pending
1182,2023-09-16 00:00:00,82,Plastic,365.088,91.272,Completed
1183,2023-10-04 00:00:00,15,Plastic,238.296,59.574,Completed
1184,2023-11-27 00:00:00,89,Paper,91.2,22.8,Completed
1185,2023-09-11 00:00:00,75,Paper,298.584,74.646,Pending
1186,2023-10-01 00:00:00,88,Paper,395.84,98.96,Rejected
1187,2023-03-29 00:00:00,57,Paper,313.416,78.354,Pending
1188,2023-12-09 00:00:00,58,Glass,236.32,59.08,Pending
1189,2023-01-26 00:00:00,28,Paper,296.632,74.158,Completed
1190,2023-07-10 00:00:00,96,Paper,155.856,38.964,Rejected
1191,2023-10-31 00:00:00,59,Organic,80.432,20.108,Completed
1192,2023-08-08 00:00:00,59,Metal,143.64,35.91,Completed
1193,2023-08-05 00:00:00,23,Metal,355.952,88.988,Rejected
1194,2023-08-05 00:00:00,27,Plastic,387.032,96.758,Pending
1195,2023-10-20 00:00:00,49,Plastic,56.8,14.2,Rejected
1196,2023-12-13 00:00:00,16,Organic,338.52,84.63,Rejected
1197,2023-06-26 00:00:00,94,Paper,209.336,52.334,Pending
1198,2023-02-23 00:00:00,98,Paper,29.176,7.294,Completed
1199,2023-04-24 00:00:00,13,Organic,294,73.5,Rejected
1200,2023-04-13 00:00:00,54,Metal,259.704,64.926,Completed
1201,2023-04-20 00:00:00,71,Metal,276.96,69.24,Completed
1202,2023-08-01 00:00:00,100,Glass,16.352,4.088,Pending
1203,2024-01-06 00:00:00,75,Glass,283.52,70.88,Rejected
1204,2023-01-24 00:00:00,19,Plastic,296.952,74.238,Rejected
1205,2023-05-15 00:00:00,95,Glass,231.312,57.828,Pending
1206,2024-02-12 00:00:00,28,Organic,193.608,48.402,Pending
1207,2023-01-25 00:00:00,73,Organic,59.536,14.884,Completed
1208,2023-09-27 00:00:00,80,Metal,22.68,5.67,Completed
1209,2023-03-25 00:00:00,27,Paper,330.704,82.676,Rejected
1210,2024-03-06 00:00:00,91,Organic,48.92,12.23,Completed
1211,2023-08-08 00:00:00,92,Plastic,37.576,9.394,Rejected
1212,2023-09-21 00:00:00,89,Plastic,277.224,69.306,Rejected
1213,2023-06-01 00:00:00,95,Paper,389.744,97.436,Rejected
1214,2024-02-17 00:00:00,96,Glass,245.744,61.436,Rejected
1215,2023-05-13 00:00:00,26,Metal,399.36,99.84,Pending
1216,2023-07-13 00:00:00,87,Organic,211.304,52.826,Rejected
1217,2024-03-23 00:00:00,94,Metal,36.216,9.054,Completed
1218,2024-01-17 00:00:00,27,Glass,297.936,74.484,Completed
1219,2023-12-01 00:00:00,69,Paper,84.48,21.12,Rejected
1220,2023-09-07 00:00:00,39,Organic,192.416,48.104,Rejected
1221,2023-07-13 00:00:00,81,Plastic,175.608,43.902,Rejected
1222,2023-03-24 00:00:00,19,Organic,248.848,62.212,Completed
1223,2023-05-17 00:00:00,72,Plastic,201.76,50.44,Pending
1224,2023-01-19 00:00:00,9,Glass,146.76,36.69,Completed
1225,2023-07-30 00:00:00,89,Paper,380.352,95.088,Rejected
1226,2023-05-07 00:00:00,25,Metal,220.984,55.246,Rejected
1227,2023-09-24 00:00:00,71,Organic,395.776,98.944,Rejected
1228,2023-10-31 00:00:00,88,Glass,114.312,28.578,Pending
1229,2024-03-14 00:00:00,84,Glass,239.248,59.812,Pending
1230,2023-09-22 00:00:00,68,Organic,85.088,21.272,Completed
1231,2023-02-16 00:00:00,62,Plastic,277.976,69.494,Completed
1232,2023-04-25 00:00:00,48,Paper,142.072,35.518,Rejected
1233,2024-02-20 00:00:00,28,Metal,137.24,34.31,Completed
1234,2023-09-23 00:00:00,7,Glass,240.128,60.032,Completed
1235,2023-12-20 00:00:00,85,Glass,43.592,10.898,Pending
1236,2023-03-19 00:00:00,51,Plastic,346.88,86.72,Rejected
1237,2023-07-26 00:00:00,51,Plastic,161.976,40.494,Rejected
1238,2023-09-12 00:00:00,25,Organic,343.52,85.88,Pending
1239,2023-10-19 00:00:00,46,Glass,228.424,57.106,Pending
1240,2023-01-12 00:00:00,36,Metal,266.416,66.604,Rejected
1241,2023-03-15 00:00:00,55,Metal,326.28,81.57,Pending
1242,2023-07-07 00:00:00,13,Glass,89.696,22.424,Completed
1243,2023-01-05 00:00:00,23,Metal,205.624,51.406,Completed
1244,2023-03-21 00:00:00,2,Metal,264.776,66.194,Completed
1245,2023-11-07 00:00:00,9,Organic,260.832,65.208,Pending
1246,2023-08-04 00:00:00,87,Glass,145.824,36.456,Rejected
1247,2023-04-07 00:00:00,19,Metal,237.192,59.298,Pending
1248,2023-04-06 00:00:00,71,Plastic,34.136,8.534,Completed
1249,2023-01-31 00:00:00,88,Paper,177.688,44.422,Pending
1250,2024-03-04 00:00:00,57,Glass,12.88,3.22,Rejected
1251,2024-03-25 00:00:00,90,Paper,104.616,26.154,Rejected
1252,2023-11-19 00:00:00,16,Glass,119.68,29.92,Completed
1253,2023-07-31 00:00:00,18,Plastic,67.696,16.924,Rejected
1254,2023-11-08 00:00:00,4,Organic,8.656,2.164,Completed
1255,2023-09-29 00:00:00,84,Metal,313.568,78.392,Pending
1256,2023-10-01 00:00:00,44,Glass,98.896,24.724,Pending
1257,2023-09-22 00:00:00,8,Paper,304.904,76.226,Pending
1258,2024-01-08 00:00:00,68,Metal,158.632,39.658,Rejected
1259,2023-05-14 00:00:00,95,Metal,114.848,28.712,Pending
1260,2023-01-28 00:00:00,88,Glass,270.992,67.748,Pending
1261,2023-08-18 00:00:00,43,Organic,392.648,98.162,Pending
1262,2023-09-20 00:00:00,75,Organic,318.792,79.698,Rejected
1263,2024-02-25 00:00:00,50,Metal,80.984,20.246,Completed
1264,2023-01-27 00:00:00,62,Plastic,57.776,14.444,Completed
1265,2023-06-03 00:00:00,63,Glass,341.856,85.464,Pending
1266,2024-01-02 00:00:00,48,Plastic,42.96,10.74,Completed
1267,2023-05-12 00:00:00,22,Organic,111.568,27.892,Completed
1268,2023-07-15 00:00:00,39,Metal,50.976,12.744,Pending
1269,2023-01-04 00:00:00,55,Plastic,315.448,78.862,Rejected
1270,2024-02-01 00:00:00,5,Plastic,57.872,14.468,Pending
1271,2023-11-29 00:00:00,78,Organic,60.672,15.168,Completed
1272,2023-11-24 00:00:00,63,Paper,269.44,67.36,Pending
1273,2023-11-06 00:00:00,23,Plastic,336.736,84.184,Rejected
1274,2023-04-03 00:00:00,34,Metal,169.32,42.33,Rejected
1275,2024-02-19 00:00:00,63,Metal,375.12,93.78,Rejected
1276,2024-02-14 00:00:00,78,Organic,89.288,22.322,Completed
1277,2023-03-02 00:00:00,33,Paper,131.008,32.752,Rejected
1278,2023-08-04 00:00:00,7,Metal,77.8,19.45,Completed
1279,2023-04-05 00:00:00,1,Metal,90.664,22.666,Completed
1280,2024-03-06 00:00:00,30,Glass,181.456,45.364,Pending
1281,2023-08-12 00:00:00,75,Plastic,206.648,51.662,Rejected
1282,2023-10-16 00:00:00,12,Organic,224.96,56.24,Pending
1283,2023-05-23 00:00:00,63,Glass,284.184,71.046,Rejected
1284,2023-12-18 00:00:00,43,Glass,22.456,5.614,Rejected
1285,2024-01-15 00:00:00,11,Paper,183.264,45.816,Pending
1286,2023-11-19 00:00:00,66,Glass,19.192,4.798,Rejected
1287,2023-11-02 00:00:00,30,Organic,289.664,72.416,Pending
1288,2023-08-05 00:00:00,67,Organic,207.336,51.834,Pending
1289,2023-06-26 00:00:00,83,Plastic,271.12,67.78,Completed
1290,2023-02-05 00:00:00,8,Glass,215.864,53.966,Pending
1291,2023-01-29 00:00:00,36,Metal,107.744,26.936,Completed
1292,2023-02-03 00:00:00,82,Glass,309.528,77.382,Rejected
1293,2023-06-10 00:00:00,39,Plastic,276.52,69.13,Pending
1294,2023-07-01 00:00:00,42,Glass,258.424,64.606,Rejected
1295,2023-08-18 00:00:00,2,Glass,68.416,17.104,Pending
1296,2023-08-14 00:00:00,97,Plastic,301.672,75.418,Rejected
1297,2023-09-29 00:00:00,56,Metal,96.744,24.186,Rejected
1298,2023-01-09 00:00:00,62,Plastic,249.488,62.372,Completed
1299,2023-11-24 00:00:00,55,Paper,15.864,3.966,Completed
1300,2023-11-19 00:00:00,97,Organic,204.576,51.144,Completed
1301,2023-02-18 00:00:00,55,Metal,116.512,29.128,Rejected
1302,2023-05-01 00:00:00,40,Metal,257,64.25,Rejected
1303,2023-08-17 00:00:00,70,Metal,163.744,40.936,Completed
1304,2023-03-14 00:00:00,78,Paper,313.008,78.252,Rejected
1305,2023-12-20 00:00:00,14,Glass,124.968,31.242,Pending
1306,2023-01-11 00:00:00,75,Paper,73.696,18.424,Pending
1307,2024-03-04 00:00:00,71,Organic,124.032,31.008,Rejected
1308,2023-07-17 00:00:00,22,Paper,208.992,52.248,Rejected
1309,2023-10-09 00:00:00,81,Organic,142.032,35.508,Rejected
1310,2024-01-18 00:00:00,29,Plastic,29.4,7.35,Pending
1311,2023-06-18 00:00:00,22,Metal,173.32,43.33,Pending
1312,2023-01-04 00:00:00,30,Paper,399.192,99.798,Completed
1313,2023-11-29 00:00:00,58,Metal,109.968,27.492,Pending
1314,2023-12-19 00:00:00,45,Glass,260.432,65.108,Pending
1315,2023-07-10 00:00:00,73,Organic,386.936,96.734,Completed
1316,2024-01-07 00:00:00,82,Plastic,360.824,90.206,Rejected
1317,2023-06-05 00:00:00,81,Metal,314.904,78.726,Rejected
1318,2023-02-05 00:00:00,46,Glass,382.04,95.51,Pending
1319,2023-09-24 00:00:00,33,Organic,249.896,62.474,Completed
1320,2023-06-04 00:00:00,96,Paper,265.12,66.28,Completed
1321,2023-12-17 00:00:00,77,Glass,161.672,40.418,Pending
1322,2023-11-13 00:00:00,83,Metal,225.44,56.36,Rejected
1323,2023-02-27 00:00:00,81,Glass,69.256,17.314,Completed
1324,2023-12-25 00:00:00,18,Metal,362.176,90.544,Pending
1325,2024-02-25 00:00:00,91,Organic,77.368,19.342,Pending
1326,2023-10-31 00:00:00,24,Glass,186.176,46.544,Rejected
1327,2024-03-05 00:00:00,85,Metal,394.16,98.54,Completed
1328,2023-07-28 00:00:00,9,Organic,8.272,2.068,Rejected
1329,2023-07-07 00:00:00,1,Paper,156.584,39.146,Completed
1330,2023-04-01 00:00:00,73,Paper,41.728,10.432,Completed
1331,2023-01-08 00:00:00,17,Paper,74.712,18.678,Pending
1332,2023-10-16 00:00:00,1,Plastic,226.128,56.532,Pending
1333,2023-08-02 00:00:00,42,Plastic,335.704,83.926,Rejected
1334,2023-11-03 00:00:00,85,Organic,102.712,25.678,Completed
1335,2023-11-28 00:00:00,9,Paper,269.112,67.278,Rejected
1336,2023-08-31 00:00:00,40,Organic,386.568,96.642,Completed
1337,2023-10-20 00:00:00,38,Metal,367.544,91.886,Pending
1338,2023-12-10 00:00:00,55,Metal,303.68,75.92,Rejected
1339,2023-07-03 00:00:00,50,Metal,187.536,46.884,Rejected
1340,2024-01-14 00:00:00,69,Metal,178.88,44.72,Pending
1341,2023-09-15 00:00:00,57,Glass,183.64,45.91,Rejected
1342,2023-04-10 00:00:00,14,Plastic,15.08,3.77,Rejected
1343,2023-10-26 00:00:00,54,Glass,159.72,39.93,Rejected
1344,2023-08-25 00:00:00,61,Paper,259.376,64.844,Completed
1345,2023-04-17 00:00:00,71,Paper,9.496,2.374,Pending
1346,2023-11-15 00:00:00,66,Metal,351.128,87.782,Rejected
1347,2023-11-22 00:00:00,99,Glass,307.008,76.752,Completed
1348,2023-07-20 00:00:00,53,Plastic,128.352,32.088,Pending
1349,2024-01-17 00:00:00,31,Paper,378.896,94.724,Rejected
1350,2023-11-13 00:00:00,53,Metal,223.52,55.88,Rejected
1351,2023-11-29 00:00:00,78,Plastic,310.456,77.614,Rejected
1352,2023-09-09 00:00:00,22,Glass,52.264,13.066,Rejected
1353,2023-01-15 00:00:00,65,Organic,17.352,4.338,Pending
1354,2024-02-22 00:00:00,18,Organic,31.84,7.96,Completed
1355,2023-11-18 00:00:00,71,Metal,260.176,65.044,Completed
1356,2023-04-29 00:00:00,79,Paper,259.48,64.87,Rejected
1357,2023-01-02 00:00:00,51,Organic,246.128,61.532,Rejected
1358,2023-05-18 00:00:00,35,Glass,214.816,53.704,Completed
1359,2023-07-30 00:00:00,95,Paper,101.264,25.316,Completed
1360,2023-09-09 00:00:00,29,Metal,344.952,86.238,Rejected
1361,2023-07-09 00:00:00,57,Plastic,310.488,77.622,Pending
1362,2023-10-04 00:00:00,70,Organic,155.824,38.956,Pending
1363,2023-12-02 00:00:00,71,Plastic,325.808,81.452,Rejected
1364,2024-02-05 00:00:00,14,Paper,319.456,79.864,Rejected
1365,2023-02-01 00:00:00,45,Organic,90.024,22.506,Pending
1366,2023-07-11 00:00:00,22,Paper,393.04,98.26,Pending
1367,2023-06-05 00:00:00,84,Glass,354.704,88.676,Pending
1368,2023-08-03 00:00:00,51,Paper,277.68,69.42,Rejected
1369,2023-04-02 00:00:00,73,Metal,202.776,50.694,Completed
1370,2023-03-12 00:00:00,80,Glass,83.664,20.916,Pending
1371,2023-03-14 00:00:00,26,Paper,160.64,40.16,Pending
1372,2023-12-05 00:00:00,75,Glass,253.368,63.342,Completed
1373,2023-05-18 00:00:00,37,Glass,337.488,84.372,Pending
1374,2023-06-17 00:00:00,80,Glass,116.128,29.032,Pending
1375,2023-04-06 00:00:00,36,Glass,310.376,77.594,Completed
1376,2023-08-10 00:00:00,8,Metal,134.712,33.678,Rejected
1377,2023-02-01 00:00:00,98,Organic,292.432,73.108,Rejected
1378,2023-10-30 00:00:00,34,Plastic,155.4,38.85,Rejected
1379,2023-06-29 00:00:00,52,Plastic,221.72,55.43,Rejected
1380,2023-11-27 00:00:00,69,Organic,60.608,15.152,Rejected
1381,2023-02-24 00:00:00,31,Paper,330.552,82.638,Rejected
1382,2023-09-08 00:00:00,70,Glass,251.744,62.936,Pending
1383,2023-11-15 00:00:00,87,Plastic,195.84,48.96,Rejected
1384,2023-11-08 00:00:00,24,Metal,178.208,44.552,Completed
1385,2024-02-03 00:00:00,50,Metal,362.112,90.528,Pending
1386,2023-05-18 00:00:00,32,Paper,196.312,49.078,Pending
1387,2023-10-01 00:00:00,39,Metal,42.368,10.592,Rejected
1388,2024-02-10 00:00:00,73,Organic,279.416,69.854,Rejected
1389,2024-01-26 00:00:00,91,Organic,342.776,85.694,Rejected
1390,2023-09-16 00:00:00,86,Metal,152.024,38.006,Completed
1391,2023-06-16 00:00:00,53,Plastic,120.472,30.118,Pending
1392,2023-03-31 00:00:00,31,Metal,320.6,80.15,Completed
1393,2024-03-02 00:00:00,7,Glass,236.368,59.092,Pending
1394,2023-03-28 00:00:00,86,Glass,100.808,25.202,Pending
1395,2023-01-09 00:00:00,41,Metal,356.088,89.022,Pending
1396,2023-08-29 00:00:00,14,Metal,14.84,3.71,Completed
1397,2023-09-19 00:00:00,94,Plastic,44.592,11.148,Rejected
1398,2023-05-21 00:00:00,67,Metal,92.92,23.23,Completed
1399,2023-07-23 00:00:00,18,Glass,94.32,23.58,Rejected
1400,2023-09-15 00:00:00,35,Glass,325.592,81.398,Rejected
1401,2023-03-15 00:00:00,69,Plastic,30.464,7.616,Completed
1402,2023-12-17 00:00:00,42,Glass,225.536,56.384,Pending
1403,2023-06-25 00:00:00,77,Paper,37.328,9.332,Rejected
1404,2023-08-17 00:00:00,14,Paper,277.28,69.32,Completed
1405,2024-02-26 00:00:00,88,Paper,193.744,48.436,Rejected
1406,2024-02-19 00:00:00,64,Organic,336.112,84.028,Completed
1407,2023-10-15 00:00:00,11,Paper,125.024,31.256,Pending
1408,2023-10-21 00:00:00,79,Organic,316.424,79.106,Pending
1409,2023-05-31 00:00:00,69,Paper,318.264,79.566,Rejected
1410,2024-03-24 00:00:00,85,Paper,187.728,46.932,Rejected
1411,2024-03-11 00:00:00,15,Organic,102.352,25.588,Pending
1412,2023-09-02 00:00:00,63,Metal,314.176,78.544,Pending
1413,2023-03-02 00:00:00,85,Glass,253.632,63.408,Rejected
1414,2023-08-23 00:00:00,83,Organic,326.192,81.548,Pending
1415,2023-08-07 00:00:00,48,Organic,142.856,35.714,Pending
1416,2023-03-12 00:00:00,69,Plastic,45.968,11.492,Rejected
1417,2023-11-30 00:00:00,85,Organic,23.016,5.754,Rejected
1418,2023-04-15 00:00:00,21,Glass,266.392,66.598,Completed
1419,2023-04-23 00:00:00,37,Plastic,120.592,30.148,Completed
1420,2023-03-31 00:00:00,97,Paper,152.712,38.178,Completed
1421,2024-01-01 00:00:00,55,Metal,143.728,35.932,Rejected
1422,2024-03-08 00:00:00,24,Glass,255.504,63.876,Pending
1423,2023-05-21 00:00:00,6,Glass,375.968,93.992,Pending
1424,2023-08-10 00:00:00,74,Paper,368.32,92.08,Completed
1425,2023-08-08 00:00:00,35,Organic,171.488,42.872,Rejected
1426,2023-08-12 00:00:00,71,Glass,61.096,15.274,Completed
1427,2024-02-19 00:00:00,42,Organic,300.096,75.024,Completed
1428,2023-01-11 00:00:00,4,Metal,302.552,75.638,Pending
1429,2024-01-28 00:00:00,78,Plastic,240.968,60.242,Rejected
1430,2023-09-01 00:00:00,34,Paper,23.464,5.866,Pending
1431,2024-03-18 00:00:00,7,Glass,342.992,85.748,Pending
1432,2024-03-06 00:00:00,38,Metal,327.84,81.96,Rejected
1433,2023-08-21 00:00:00,92,Paper,98.6,24.65,Pending
1434,2023-04-11 00:00:00,40,Paper,190.4,47.6,Rejected
1435,2023-09-25 00:00:00,6,Plastic,81.432,20.358,Pending
1436,2023-08-24 00:00:00,48,Organic,175.52,43.88,Pending
1437,2023-09-30 00:00:00,70,Glass,132.176,33.044,Rejected
1438,2023-12-25 00:00:00,48,Organic,377.464,94.366,Pending
1439,2023-09-05 00:00:00,35,Organic,233.088,58.272,Rejected
1440,2023-08-03 00:00:00,76,Paper,184.168,46.042,Rejected
1441,2024-01-13 00:00:00,43,Metal,303.488,75.872,Rejected
1442,2024-02-24 00:00:00,45,Paper,384.816,96.204,Pending
1443,2024-01-11 00:00:00,25,Metal,222.344,55.586,Pending
1444,2024-01-26 00:00:00,87,Metal,235.536,58.884,Completed
1445,2024-03-04 00:00:00,42,Metal,229.152,57.288,Pending
1446,2023-04-30 00:00:00,31,Paper,271.488,67.872,Completed
1447,2023-10-10 00:00:00,88,Plastic,15.312,3.828,Completed
1448,2023-10-02 00:00:00,23,Paper,384.04,96.01,Rejected
1449,2023-09-03 00:00:00,94,Metal,173.944,43.486,Pending
1450,2023-08-04 00:00:00,55,Metal,253.528,63.382,Completed
1451,2023-07-29 00:00:00,100,Plastic,51.288,12.822,Pending
1452,2023-06-01 00:00:00,13,Organic,243.88,60.97,Pending
1453,2024-02-05 00:00:00,59,Paper,329.984,82.496,Rejected
1454,2023-02-10 00:00:00,98,Plastic,326.248,81.562,Completed
1455,2024-03-22 00:00:00,42,Organic,145.736,36.434,Pending
1456,2024-03-24 00:00:00,72,Paper,74.064,18.516,Completed
1457,2023-07-06 00:00:00,32,Plastic,321.072,80.268,Pending
1458,2023-11-02 00:00:00,32,Organic,48.784,12.196,Completed
1459,2024-03-11 00:00:00,19,Paper,250.8,62.7,Rejected
1460,2023-12-30 00:00:00,89,Glass,278.176,69.544,Pending
1461,2023-04-07 00:00:00,11,Metal,225.312,56.328,Pending
1462,2023-08-02 00:00:00,99,Paper,38.16,9.54,Pending
1463,2024-03-15 00:00:00,76,Glass,18.944,4.736,Pending
1464,2023-09-02 00:00:00,19,Paper,93.96,23.49,Completed
1465,2023-01-28 00:00:00,73,Organic,205.368,51.342,Pending
1466,2023-11-24 00:00:00,17,Paper,289.696,72.424,Pending
1467,2024-01-27 00:00:00,21,Metal,298.088,74.522,Completed
1468,2023-11-05 00:00:00,39,Organic,145.08,36.27,Rejected
1469,2023-07-17 00:00:00,51,Metal,362.936,90.734,Completed
1470,2024-03-16 00:00:00,28,Metal,350.568,87.642,Completed
1471,2023-03-27 00:00:00,9,Organic,171.48,42.87,Completed
1472,2023-12-13 00:00:00,54,Metal,349.032,87.258,Rejected
1473,2023-07-05 00:00:00,76,Organic,303.576,75.894,Pending
1474,2023-04-03 00:00:00,80,Plastic,383.336,95.834,Pending
1475,2023-01-26 00:00:00,3,Plastic,268.984,67.246,Rejected
1476,2024-03-17 00:00:00,2,Organic,174.944,43.736,Rejected
1477,2023-02-18 00:00:00,63,Metal,130.056,32.514,Rejected
1478,2023-12-13 00:00:00,39,Metal,220.488,55.122,Completed
1479,2023-12-23 00:00:00,54,Paper,219.744,54.936,Completed
1480,2023-10-15 00:00:00,40,Metal,337.24,84.31,Pending
1481,2023-12-13 00:00:00,43,Metal,299.488,74.872,Completed
1482,2023-03-22 00:00:00,99,Glass,252.336,63.084,Pending
1483,2024-02-25 00:00:00,58,Plastic,286.632,71.658,Rejected
1484,2023-06-01 00:00:00,36,Organic,93.056,23.264,Completed
1485,2023-08-12 00:00:00,15,Paper,383.272,95.818,Completed
1486,2023-02-19 00:00:00,47,Glass,277.04,69.26,Rejected
1487,2023-02-10 00:00:00,43,Metal,130.392,32.598,Rejected
1488,2023-07-03 00:00:00,90,Glass,14.592,3.648,Rejected
1489,2023-11-15 00:00:00,94,Organic,366.784,91.696,Rejected
1490,2023-09-20 00:00:00,39,Paper,194.68,48.67,Completed
1491,2023-09-30 00:00:00,9,Plastic,100.824,25.206,Completed
1492,2023-12-24 00:00:00,58,Glass,99.24,24.81,Completed
1493,2023-06-08 00:00:00,6,Organic,101.44,25.36,Rejected
1494,2023-09-15 00:00:00,69,Organic,248.8,62.2,Pending
1495,2023-06-25 00:00:00,80,Organic,238.608,59.652,Completed
1496,2023-11-22 00:00:00,66,Organic,261.048,65.262,Completed
1497,2023-05-30 00:00:00,16,Organic,391.28,97.82,Rejected
1498,2024-02-13 00:00:00,1,Organic,28.096,7.024,Completed
1499,2024-02-22 00:00:00,30,Plastic,188.536,47.134,Completed
1500,2024-02-16 00:00:00,32,Plastic,14.856,3.714,Completed
1501,2023-06-20 00:00:00,23,Plastic,177.536,44.384,Rejected
1502,2023-08-28 00:00:00,87,Paper,332.44,83.11,Completed
1503,2023-07-28 00:00:00,27,Metal,294.544,73.636,Completed
1504,2024-01-08 00:00:00,62,Organic,264.2,66.05,Completed
1505,2024-03-06 00:00:00,18,Paper,366.464,91.616,Completed
1506,2023-06-15 00:00:00,21,Metal,302.144,75.536,Rejected
1507,2023-03-31 00:00:00,1,Metal,118.92,29.73,Pending
1508,2023-05-09 00:00:00,62,Paper,112.976,28.244,Rejected
1509,2023-08-04 00:00:00,73,Paper,177.224,44.306,Pending
1510,2023-02-17 00:00:00,56,Plastic,339.432,84.858,Rejected
1511,2023-06-24 00:00:00,21,Glass,192.352,48.088,Pending
1512,2023-11-13 00:00:00,19,Metal,67.352,16.838,Pending
1513,2023-03-17 00:00:00,42,Organic,107.736,26.934,Rejected
1514,2024-02-12 00:00:00,41,Paper,67.312,16.828,Completed
1515,2023-03-02 00:00:00,70,Organic,390.968,97.742,Rejected
1516,2023-03-23 00:00:00,38,Metal,198.296,49.574,Completed
1517,2023-05-28 00:00:00,19,Paper,124.336,31.084,Rejected
1518,2023-01-06 00:00:00,88,Metal,32.712,8.178,Completed
1519,2023-07-05 00:00:00,44,Plastic,189.424,47.356,Pending
1520,2023-04-27 00:00:00,25,Glass,328.912,82.228,Completed
1521,2023-07-23 00:00:00,53,Glass,325.528,81.382,Completed
1522,2023-09-21 00:00:00,48,Glass,310.64,77.66,Rejected
1523,2023-12-24 00:00:00,52,Glass,60.136,15.034,Pending
1524,2023-05-26 00:00:00,12,Glass,84.448,21.112,Rejected
1525,2023-11-03 00:00:00,73,Organic,21.28,5.32,Completed
1526,2023-06-29 00:00:00,91,Organic,103.28,25.82,Completed
1527,2023-12-04 00:00:00,34,Paper,227.92,56.98,Completed
1528,2023-04-26 00:00:00,19,Plastic,86.536,21.634,Rejected
1529,2023-02-04 00:00:00,49,Plastic,247.824,61.956,Pending
1530,2023-07-04 00:00:00,23,Organic,73.816,18.454,Rejected
1531,2024-02-28 00:00:00,41,Glass,62.96,15.74,Rejected
1532,2023-01-31 00:00:00,47,Glass,149.656,37.414,Completed
1533,2023-04-29 00:00:00,89,Plastic,248.4,62.1,Rejected
1534,2023-06-02 00:00:00,57,Plastic,59.4,14.85,Pending
1535,2023-04-29 00:00:00,12,Organic,177.248,44.312,Completed
1536,2023-11-15 00:00:00,85,Organic,221.728,55.432,Pending
1537,2023-06-10 00:00:00,41,Organic,336.504,84.126,Rejected
1538,2024-02-15 00:00:00,66,Organic,295.64,73.91,Completed
1539,2023-10-15 00:00:00,52,Glass,188.376,47.094,Pending
1540,2023-02-15 00:00:00,98,Metal,137.656,34.414,Completed
1541,2023-02-03 00:00:00,91,Plastic,325.992,81.498,Completed
1542,2024-01-09 00:00:00,100,Plastic,16.68,4.17,Rejected
1543,2023-09-29 00:00:00,48,Glass,266.008,66.502,Pending
1544,2024-01-02 00:00:00,95,Paper,144.176,36.044,Pending
1545,2023-02-17 00:00:00,33,Paper,29.264,7.316,Completed
1546,2023-11-21 00:00:00,43,Plastic,108.728,27.182,Pending
1547,2023-10-15 00:00:00,44,Glass,23.36,5.84,Pending
1548,2023-03-13 00:00:00,46,Paper,150.712,37.678,Pending
1549,2024-03-21 00:00:00,99,Glass,68.424,17.106,Completed
1550,2023-01-27 00:00:00,60,Metal,364.344,91.086,Pending
1551,2023-01-01 00:00:00,46,Paper,302.688,75.672,Rejected
1552,2023-07-30 00:00:00,27,Metal,118.928,29.732,Rejected
1553,2023-01-31 00:00:00,65,Organic,97.384,24.346,Pending
1554,2024-03-19 00:00:00,3,Organic,9.696,2.424,Rejected
1555,2023-06-29 00:00:00,67,Glass,81.592,20.398,Rejected
1556,2023-08-11 00:00:00,11,Metal,326.776,81.694,Rejected
1557,2024-03-20 00:00:00,9,Metal,18.368,4.592,Rejected
1558,2023-04-27 00:00:00,29,Plastic,286.504,71.626,Rejected
1559,2024-02-21 00:00:00,66,Plastic,229.464,57.366,Pending
1560,2023-01-16 00:00:00,66,Organic,390.136,97.534,Pending
1561,2024-03-12 00:00:00,68,Organic,138.968,34.742,Completed
1562,2023-12-07 00:00:00,24,Organic,265.52,66.38,Completed
1563,2023-12-26 00:00:00,99,Plastic,313.256,78.314,Rejected
1564,2023-04-22 00:00:00,32,Plastic,91.352,22.838,Pending
1565,2023-05-22 00:00:00,61,Glass,244.376,61.094,Pending
1566,2023-09-03 00:00:00,42,Plastic,43.064,10.766,Pending
1567,2023-05-21 00:00:00,12,Organic,210.896,52.724,Completed
