inward_id,date,user_id,material_type,quantity,vendor,status
1347,2023-04-06 00:00:00,58,Paper,361.38,Vendor_45,Pending
1348,2023-11-29 00:00:00,86,Metal,31.75,Vendor_33,Rejected
1349,2023-03-27 00:00:00,79,Plastic,399.97,Vendor_43,Rejected
1350,2023-07-15 00:00:00,42,Organic,417.56,Vendor_13,Pending
1351,2023-01-05 00:00:00,65,Organic,61.08,Vendor_9,Completed
1352,2023-02-13 00:00:00,47,Metal,497.98,Vendor_15,Pending
1353,2023-08-31 00:00:00,2,Glass,391.56,Vendor_7,Rejected
1354,2024-01-08 00:00:00,33,Plastic,263.76,Vendor_6,Rejected
1355,2024-02-25 00:00:00,6,Paper,268.76,Vendor_3,Pending
1356,2023-04-22 00:00:00,71,Paper,237.14,Vendor_49,Rejected
1357,2023-02-22 00:00:00,19,Glass,406.19,Vendor_22,Rejected
1358,2023-07-03 00:00:00,20,Glass,14.34,Vendor_50,Rejected
1359,2023-07-01 00:00:00,20,Paper,428.91,Vendor_38,Completed
1360,2023-01-22 00:00:00,51,Organic,149.77,Vendor_21,Completed
1361,2024-03-17 00:00:00,41,Organic,340.15,Vendor_40,Completed
1362,2024-03-19 00:00:00,31,Metal,149.59,Vendor_24,Completed
1363,2023-01-14 00:00:00,77,Glass,355.55,Vendor_7,Pending
1364,2023-06-18 00:00:00,81,Glass,153.65,Vendor_23,Completed
1365,2023-02-04 00:00:00,65,Paper,467.27,Vendor_6,Rejected
1366,2023-10-12 00:00:00,17,Metal,211.8,Vendor_6,Completed
1367,2023-12-10 00:00:00,34,Glass,331.37,Vendor_35,Completed
1368,2023-06-19 00:00:00,80,Plastic,395.74,Vendor_44,Pending
1369,2023-12-27 00:00:00,4,Plastic,472.23,Vendor_1,Rejected
1370,2023-05-30 00:00:00,38,Metal,325.94,Vendor_9,Rejected
1371,2024-01-02 00:00:00,47,Metal,440.82,Vendor_17,Completed
1372,2023-03-05 00:00:00,46,Metal,396.62,Vendor_21,Rejected
1373,2023-01-28 00:00:00,72,Paper,149.02,Vendor_39,Pending
1374,2023-12-28 00:00:00,97,Plastic,428.59,Vendor_23,Rejected
1375,2023-02-12 00:00:00,5,Organic,354.66,Vendor_35,Pending
1376,2024-01-30 00:00:00,16,Organic,353.51,Vendor_26,Pending
1377,2023-01-14 00:00:00,10,Metal,468.53,Vendor_43,Pending
1378,2023-01-29 00:00:00,93,Metal,355.54,Vendor_46,Completed
1379,2023-10-12 00:00:00,94,Organic,355.44,Vendor_39,Rejected
1380,2023-03-18 00:00:00,7,Metal,240.45,Vendor_41,Pending
1381,2023-04-05 00:00:00,23,Glass,423.5,Vendor_40,Completed
1382,2023-04-26 00:00:00,33,Glass,454.88,Vendor_28,Completed
1383,2023-06-24 00:00:00,73,Metal,233.41,Vendor_18,Completed
1384,2023-11-10 00:00:00,37,Organic,74.22,Vendor_41,Pending
1385,2023-03-16 00:00:00,84,Plastic,298.82,Vendor_44,Rejected
1386,2023-11-01 00:00:00,36,Organic,410.36,Vendor_20,Rejected
1387,2023-07-22 00:00:00,46,Plastic,487.54,Vendor_17,Completed
1388,2023-05-26 00:00:00,18,Plastic,304.71,Vendor_23,Pending
1389,2023-11-23 00:00:00,17,Paper,71.98,Vendor_50,Completed
1390,2024-02-24 00:00:00,56,Organic,415.1,Vendor_5,Rejected
1391,2024-03-17 00:00:00,57,Organic,264.4,Vendor_17,Rejected
1392,2024-02-18 00:00:00,10,Organic,37.01,Vendor_9,Completed
1393,2023-04-07 00:00:00,14,Organic,338.31,Vendor_3,Rejected
1394,2023-04-26 00:00:00,56,Paper,192.06,Vendor_2,Completed
1395,2023-02-14 00:00:00,7,Glass,181.39,Vendor_25,Completed
1396,2023-06-26 00:00:00,16,Organic,47.35,Vendor_18,Pending
1397,2023-03-17 00:00:00,46,Plastic,63.37,Vendor_3,Rejected
1398,2023-11-14 00:00:00,76,Metal,362.29,Vendor_22,Completed
1399,2023-07-05 00:00:00,12,Organic,81.88,Vendor_50,Rejected
1400,2023-03-02 00:00:00,87,Organic,497.68,Vendor_42,Pending
1401,2023-01-13 00:00:00,45,Metal,11.04,Vendor_41,Pending
1402,2023-08-22 00:00:00,76,Metal,320.4,Vendor_4,Completed
1403,2023-12-06 00:00:00,7,Organic,234.38,Vendor_19,Completed
1404,2023-07-08 00:00:00,74,Paper,124.04,Vendor_36,Pending
1405,2023-10-21 00:00:00,25,Plastic,434.72,Vendor_17,Rejected
1406,2023-08-09 00:00:00,38,Metal,252.5,Vendor_29,Rejected
1407,2023-06-18 00:00:00,47,Metal,117.32,Vendor_37,Pending
1408,2023-12-18 00:00:00,60,Glass,360.83,Vendor_19,Completed
1409,2023-12-04 00:00:00,34,Paper,108.81,Vendor_43,Rejected
1410,2023-05-14 00:00:00,89,Plastic,60.65,Vendor_42,Completed
1411,2023-03-26 00:00:00,57,Glass,367,Vendor_50,Pending
1412,2023-02-13 00:00:00,56,Plastic,427.55,Vendor_47,Completed
1413,2023-08-23 00:00:00,76,Organic,16.94,Vendor_19,Pending
1414,2023-11-07 00:00:00,62,Metal,181.47,Vendor_16,Pending
1415,2024-02-02 00:00:00,51,Plastic,213.54,Vendor_21,Completed
1416,2023-07-07 00:00:00,30,Glass,462.02,Vendor_45,Pending
1417,2024-01-23 00:00:00,36,Organic,157.55,Vendor_8,Rejected
1418,2024-03-13 00:00:00,79,Paper,17.13,Vendor_15,Pending
1419,2023-04-07 00:00:00,4,Paper,310.12,Vendor_19,Completed
1420,2024-01-11 00:00:00,37,Organic,175.68,Vendor_6,Rejected
1421,2023-12-19 00:00:00,7,Metal,36.15,Vendor_33,Pending
1422,2023-09-03 00:00:00,42,Organic,22.61,Vendor_36,Completed
1423,2023-05-03 00:00:00,85,Organic,191.15,Vendor_43,Pending
1424,2023-12-31 00:00:00,10,Paper,350.48,Vendor_50,Rejected
1425,2023-08-01 00:00:00,50,Glass,365.54,Vendor_3,Completed
1426,2023-08-09 00:00:00,34,Glass,499.17,Vendor_8,Rejected
1427,2023-08-06 00:00:00,28,Plastic,22.94,Vendor_34,Pending
1428,2023-08-08 00:00:00,45,Organic,102.17,Vendor_2,Pending
1429,2023-11-07 00:00:00,34,Organic,165.75,Vendor_29,Completed
1430,2024-01-02 00:00:00,80,Glass,93.43,Vendor_5,Completed
1431,2024-01-05 00:00:00,96,Plastic,491.15,Vendor_24,Completed
1432,2023-09-01 00:00:00,71,Plastic,287.68,Vendor_13,Rejected
1433,2024-01-18 00:00:00,81,Organic,305.73,Vendor_39,Completed
1434,2024-01-26 00:00:00,45,Glass,333.09,Vendor_22,Completed
1435,2023-03-25 00:00:00,47,Paper,324.64,Vendor_4,Rejected
1436,2023-04-10 00:00:00,38,Glass,169.88,Vendor_7,Completed
1437,2023-04-29 00:00:00,63,Glass,159.43,Vendor_47,Pending
1438,2023-01-28 00:00:00,19,Plastic,113.63,Vendor_39,Pending
1439,2023-10-20 00:00:00,79,Paper,110.29,Vendor_3,Rejected
1440,2023-11-30 00:00:00,53,Plastic,428.39,Vendor_6,Completed
1441,2023-05-28 00:00:00,21,Metal,207.19,Vendor_10,Completed
1442,2023-09-14 00:00:00,46,Metal,306.32,Vendor_38,Completed
1443,2023-11-21 00:00:00,94,Organic,266.95,Vendor_32,Pending
1444,2023-11-12 00:00:00,29,Glass,304.15,Vendor_3,Pending
1445,2023-04-18 00:00:00,60,Organic,204.19,Vendor_23,Pending
1446,2023-09-05 00:00:00,34,Plastic,65.38,Vendor_41,Pending
1447,2023-03-08 00:00:00,83,Glass,365.27,Vendor_6,Completed
1448,2023-03-17 00:00:00,85,Paper,28.39,Vendor_6,Rejected
1449,2024-03-20 00:00:00,31,Metal,224.81,Vendor_12,Pending
1450,2024-02-18 00:00:00,7,Metal,458.79,Vendor_36,Rejected
1451,2024-02-22 00:00:00,86,Organic,443.78,Vendor_47,Completed
1452,2023-10-11 00:00:00,25,Paper,199.66,Vendor_32,Pending
1453,2023-01-15 00:00:00,60,Metal,439.82,Vendor_10,Rejected
1454,2023-04-20 00:00:00,66,Plastic,407.27,Vendor_40,Pending
1455,2023-08-15 00:00:00,8,Glass,427.57,Vendor_18,Rejected
1456,2024-01-15 00:00:00,8,Paper,141.92,Vendor_3,Completed
1457,2024-02-02 00:00:00,90,Paper,77.18,Vendor_1,Pending
1458,2023-04-30 00:00:00,19,Metal,339.59,Vendor_47,Rejected
1459,2024-02-25 00:00:00,2,Paper,467.72,Vendor_17,Rejected
1460,2023-09-01 00:00:00,39,Paper,411.84,Vendor_17,Rejected
1461,2023-10-23 00:00:00,86,Organic,118.32,Vendor_30,Completed
1462,2023-10-04 00:00:00,73,Metal,146.6,Vendor_38,Pending
1463,2023-04-28 00:00:00,52,Metal,131.14,Vendor_2,Completed
1464,2023-09-20 00:00:00,54,Metal,374.25,Vendor_14,Pending
1465,2023-08-14 00:00:00,37,Glass,153.34,Vendor_24,Pending
1466,2023-08-29 00:00:00,92,Plastic,62.14,Vendor_11,Rejected
1467,2023-03-17 00:00:00,37,Organic,493.14,Vendor_50,Completed
1468,2023-10-18 00:00:00,89,Plastic,316.68,Vendor_28,Completed
1469,2024-02-05 00:00:00,90,Organic,15.3,Vendor_18,Completed
1470,2023-10-19 00:00:00,57,Plastic,322.57,Vendor_1,Pending
1471,2023-05-29 00:00:00,85,Plastic,442.53,Vendor_11,Pending
1472,2023-04-22 00:00:00,50,Paper,57,Vendor_17,Rejected
1473,2023-05-09 00:00:00,77,Glass,215.7,Vendor_9,Completed
1474,2023-03-10 00:00:00,66,Metal,425.75,Vendor_31,Rejected
1475,2023-09-11 00:00:00,27,Metal,200.97,Vendor_19,Rejected
1476,2024-03-06 00:00:00,51,Paper,230.46,Vendor_19,Completed
1477,2024-01-08 00:00:00,14,Organic,280.23,Vendor_35,Pending
1478,2023-09-30 00:00:00,3,Paper,224.45,Vendor_20,Rejected
1479,2023-09-01 00:00:00,66,Paper,69.97,Vendor_43,Rejected
1480,2023-06-29 00:00:00,12,Metal,233.92,Vendor_33,Rejected
1481,2023-09-22 00:00:00,63,Plastic,307.25,Vendor_38,Completed
1482,2023-06-18 00:00:00,72,Organic,399.42,Vendor_20,Rejected
1483,2023-10-29 00:00:00,71,Metal,371.93,Vendor_7,Pending
1484,2023-07-03 00:00:00,1,Paper,279.7,Vendor_33,Rejected
1485,2023-03-01 00:00:00,76,Glass,175.06,Vendor_30,Completed
1486,2023-12-22 00:00:00,51,Organic,381.6,Vendor_49,Pending
1487,2023-05-17 00:00:00,99,Paper,11.12,Vendor_47,Rejected
1488,2023-07-21 00:00:00,11,Metal,130.67,Vendor_35,Completed
1489,2023-12-20 00:00:00,100,Glass,39.93,Vendor_1,Completed
1490,2023-06-22 00:00:00,17,Metal,108.36,Vendor_26,Completed
1491,2023-06-23 00:00:00,48,Plastic,435.3,Vendor_36,Completed
1492,2023-01-18 00:00:00,22,Metal,480.36,Vendor_1,Rejected
1493,2024-03-19 00:00:00,78,Metal,171.39,Vendor_41,Rejected
1494,2023-10-15 00:00:00,99,Paper,142.74,Vendor_20,Pending
1495,2024-02-10 00:00:00,27,Metal,201.22,Vendor_21,Pending
1496,2023-10-06 00:00:00,83,Plastic,28.32,Vendor_46,Rejected
1497,2023-06-10 00:00:00,38,Paper,104.4,Vendor_37,Pending
1498,2023-08-21 00:00:00,3,Organic,83.64,Vendor_34,Pending
1499,2023-08-09 00:00:00,39,Plastic,187.13,Vendor_11,Completed
1500,2023-10-30 00:00:00,7,Organic,31.41,Vendor_39,Pending
1501,2023-02-05 00:00:00,46,Glass,371.59,Vendor_39,Rejected
1502,2023-05-16 00:00:00,24,Organic,16.3,Vendor_16,Pending
1503,2024-03-15 00:00:00,58,Plastic,326.03,Vendor_20,Rejected
1504,2024-03-04 00:00:00,1,Organic,398.33,Vendor_19,Rejected
1505,2023-09-06 00:00:00,79,Glass,128.23,Vendor_40,Rejected
1506,2023-12-03 00:00:00,60,Organic,355.79,Vendor_10,Pending
1507,2024-01-30 00:00:00,79,Paper,18.48,Vendor_5,Rejected
1508,2023-08-30 00:00:00,3,Paper,231.95,Vendor_37,Rejected
1509,2024-01-09 00:00:00,68,Plastic,23.94,Vendor_2,Rejected
1510,2023-05-13 00:00:00,35,Organic,50.78,Vendor_38,Pending
1511,2023-11-21 00:00:00,38,Paper,227.28,Vendor_19,Completed
1512,2023-12-07 00:00:00,83,Metal,467.93,Vendor_50,Completed
1513,2023-01-29 00:00:00,59,Paper,259.95,Vendor_25,Pending
1514,2023-07-23 00:00:00,26,Organic,183.71,Vendor_29,Completed
1515,2023-05-13 00:00:00,57,Organic,364.26,Vendor_18,Rejected
1516,2023-04-07 00:00:00,17,Organic,184.17,Vendor_48,Pending
1517,2024-03-10 00:00:00,29,Paper,196.03,Vendor_12,Pending
1518,2023-02-20 00:00:00,58,Plastic,299.83,Vendor_2,Pending
1519,2023-06-10 00:00:00,51,Plastic,35.44,Vendor_24,Rejected
1520,2023-02-12 00:00:00,70,Organic,14.72,Vendor_17,Pending
1521,2023-08-16 00:00:00,82,Plastic,322.37,Vendor_7,Rejected
1522,2023-03-29 00:00:00,87,Plastic,319.83,Vendor_9,Rejected
1523,2023-01-30 00:00:00,20,Plastic,359.19,Vendor_16,Completed
1524,2023-06-20 00:00:00,46,Metal,199.12,Vendor_35,Pending
1525,2024-02-02 00:00:00,37,Glass,228.87,Vendor_40,Pending
1526,2023-10-20 00:00:00,87,Metal,131.12,Vendor_25,Rejected
1527,2023-03-03 00:00:00,67,Plastic,201.38,Vendor_21,Rejected
1528,2023-09-03 00:00:00,95,Plastic,282.62,Vendor_20,Completed
1529,2023-01-14 00:00:00,47,Paper,100.15,Vendor_22,Rejected
1530,2023-02-03 00:00:00,45,Paper,31.9,Vendor_42,Pending
1531,2023-09-29 00:00:00,85,Paper,24.44,Vendor_20,Completed
1532,2024-03-18 00:00:00,93,Glass,346.36,Vendor_18,Completed
1533,2023-02-01 00:00:00,7,Metal,90.31,Vendor_47,Completed
1534,2023-04-29 00:00:00,41,Organic,288.98,Vendor_13,Pending
1535,2023-07-08 00:00:00,37,Plastic,260.43,Vendor_15,Pending
1536,2023-05-18 00:00:00,68,Plastic,286.05,Vendor_28,Rejected
1537,2023-10-20 00:00:00,28,Organic,478.99,Vendor_45,Completed
1538,2023-01-29 00:00:00,14,Paper,318.65,Vendor_40,Pending
1539,2023-10-31 00:00:00,62,Glass,318.52,Vendor_46,Completed
1540,2023-10-31 00:00:00,55,Glass,28.35,Vendor_23,Pending
1541,2024-02-01 00:00:00,6,Paper,418.75,Vendor_44,Rejected
1542,2023-08-14 00:00:00,89,Paper,465.76,Vendor_38,Pending
1543,2023-03-27 00:00:00,41,Metal,458.9,Vendor_45,Pending
1544,2023-01-03 00:00:00,12,Metal,307.65,Vendor_16,Completed
1545,2023-02-21 00:00:00,61,Paper,67.64,Vendor_5,Pending
1546,2024-02-16 00:00:00,57,Glass,35.3,Vendor_33,Completed
1547,2023-02-09 00:00:00,52,Organic,95.89,Vendor_36,Pending
1548,2024-02-13 00:00:00,98,Metal,496.33,Vendor_38,Rejected
1549,2023-09-10 00:00:00,43,Plastic,84.28,Vendor_12,Pending
1550,2023-02-05 00:00:00,60,Metal,41.6,Vendor_17,Rejected
1551,2023-12-14 00:00:00,64,Metal,252.98,Vendor_2,Rejected
1552,2023-11-08 00:00:00,100,Organic,445.26,Vendor_32,Completed
1553,2023-03-12 00:00:00,24,Metal,342.93,Vendor_50,Rejected
1554,2023-03-21 00:00:00,63,Paper,276.82,Vendor_18,Completed
1555,2023-03-03 00:00:00,25,Glass,354.61,Vendor_3,Pending
1556,2023-12-31 00:00:00,69,Metal,158.83,Vendor_30,Rejected
1557,2023-05-11 00:00:00,8,Plastic,233.4,Vendor_33,Rejected
1558,2024-02-01 00:00:00,13,Paper,19.44,Vendor_42,Rejected
1559,2023-03-20 00:00:00,93,Metal,326.43,Vendor_7,Rejected
1560,2023-09-09 00:00:00,2,Organic,289.57,Vendor_50,Completed
1561,2023-12-31 00:00:00,63,Plastic,129.07,Vendor_29,Completed
1562,2024-03-23 00:00:00,82,Glass,369.98,Vendor_47,Pending
1563,2024-03-05 00:00:00,87,Plastic,158.32,Vendor_47,Rejected
1564,2023-07-11 00:00:00,18,Glass,313.15,Vendor_8,Completed
1565,2023-03-07 00:00:00,22,Organic,28.46,Vendor_2,Rejected
1566,2023-05-16 00:00:00,32,Glass,363.99,Vendor_47,Pending
1567,2023-01-03 00:00:00,96,Paper,311.1,Vendor_6,Pending
1568,2024-02-17 00:00:00,48,Glass,120.68,Vendor_38,Completed
1569,2023-03-04 00:00:00,37,Organic,289.8,Vendor_12,Completed
1570,2023-10-02 00:00:00,61,Metal,38.44,Vendor_20,Rejected
1571,2023-09-16 00:00:00,25,Paper,440.37,Vendor_25,Completed
1572,2024-01-13 00:00:00,51,Metal,351.95,Vendor_15,Completed
1573,2023-08-10 00:00:00,88,Glass,299.94,Vendor_43,Rejected
1574,2023-05-09 00:00:00,96,Glass,382.33,Vendor_14,Completed
1575,2023-06-08 00:00:00,83,Glass,252.1,Vendor_30,Completed
1576,2023-12-22 00:00:00,54,Organic,330.66,Vendor_38,Completed
1577,2024-02-07 00:00:00,75,Metal,94.29,Vendor_15,Completed
1578,2023-06-27 00:00:00,79,Metal,185.8,Vendor_48,Rejected
1579,2023-11-23 00:00:00,46,Paper,429.93,Vendor_7,Rejected
1580,2023-06-21 00:00:00,40,Plastic,407.64,Vendor_15,Rejected
1581,2023-07-15 00:00:00,38,Plastic,317.51,Vendor_12,Rejected
1582,2023-08-17 00:00:00,96,Paper,469.22,Vendor_32,Pending
1583,2023-08-09 00:00:00,31,Paper,18.1,Vendor_3,Rejected
1584,2024-01-29 00:00:00,43,Organic,366.59,Vendor_19,Completed
1585,2024-02-01 00:00:00,17,Paper,428.95,Vendor_2,Rejected
1586,2023-01-27 00:00:00,97,Organic,415.47,Vendor_38,Completed
1587,2024-02-18 00:00:00,54,Paper,195.58,Vendor_21,Rejected
1588,2023-12-05 00:00:00,12,Organic,239.27,Vendor_19,Rejected
1589,2023-04-10 00:00:00,43,Organic,157.93,Vendor_33,Pending
1590,2023-08-28 00:00:00,84,Organic,224.46,Vendor_46,Pending
1591,2023-01-09 00:00:00,60,Paper,477.51,Vendor_39,Completed
1592,2024-02-23 00:00:00,86,Paper,77.83,Vendor_29,Rejected
1593,2023-09-18 00:00:00,38,Organic,401.54,Vendor_19,Rejected
1594,2024-01-20 00:00:00,81,Metal,487.88,Vendor_6,Pending
1595,2023-10-31 00:00:00,72,Plastic,12.41,Vendor_26,Pending
1596,2023-11-23 00:00:00,21,Organic,335.85,Vendor_43,Rejected
1597,2023-02-03 00:00:00,22,Organic,433.12,Vendor_27,Completed
1598,2024-02-20 00:00:00,70,Paper,290.74,Vendor_45,Pending
1599,2023-02-02 00:00:00,9,Metal,450.18,Vendor_18,Completed
1600,2024-02-29 00:00:00,17,Paper,280.25,Vendor_6,Pending
1601,2023-10-04 00:00:00,17,Metal,384.21,Vendor_2,Pending
1602,2023-08-16 00:00:00,57,Metal,191.04,Vendor_39,Rejected
1603,2023-08-03 00:00:00,57,Plastic,59.09,Vendor_46,Rejected
1604,2023-01-11 00:00:00,55,Organic,355.47,Vendor_37,Rejected
1605,2023-04-24 00:00:00,31,Metal,189.5,Vendor_13,Completed
1606,2024-02-05 00:00:00,75,Plastic,404.3,Vendor_5,Pending
1607,2023-11-09 00:00:00,99,Organic,88.31,Vendor_28,Completed
1608,2023-03-13 00:00:00,91,Paper,388.72,Vendor_21,Pending
1609,2023-02-28 00:00:00,24,Organic,246.94,Vendor_45,Completed
1610,2023-01-19 00:00:00,50,Glass,418.31,Vendor_25,Completed
1611,2023-05-19 00:00:00,49,Glass,281.53,Vendor_13,Completed
1612,2024-03-17 00:00:00,50,Organic,189.45,Vendor_15,Rejected
1613,2023-11-15 00:00:00,44,Glass,390.49,Vendor_8,Rejected
1614,2023-11-13 00:00:00,37,Paper,188.85,Vendor_45,Pending
1615,2024-03-25 00:00:00,24,Glass,458.31,Vendor_23,Rejected
1616,2023-07-27 00:00:00,72,Paper,489.88,Vendor_11,Rejected
1617,2023-03-21 00:00:00,20,Plastic,156.4,Vendor_37,Completed
1618,2023-04-01 00:00:00,39,Plastic,22.82,Vendor_25,Rejected
1619,2024-02-06 00:00:00,69,Metal,196.34,Vendor_21,Pending
1620,2023-11-27 00:00:00,76,Paper,293.25,Vendor_43,Pending
1621,2024-01-24 00:00:00,58,Plastic,125.64,Vendor_33,Rejected
1622,2023-05-21 00:00:00,63,Paper,202.44,Vendor_47,Completed
1623,2023-05-10 00:00:00,26,Plastic,79.88,Vendor_47,Pending
1624,2024-01-06 00:00:00,72,Glass,164.71,Vendor_11,Completed
1625,2024-02-13 00:00:00,45,Paper,321.41,Vendor_31,Completed
1626,2023-08-07 00:00:00,20,Paper,146.82,Vendor_18,Pending
1627,2023-04-12 00:00:00,63,Paper,58.95,Vendor_50,Rejected
1628,2023-11-19 00:00:00,7,Glass,324.7,Vendor_36,Completed
1629,2023-08-08 00:00:00,32,Organic,312.49,Vendor_45,Pending
1630,2023-02-13 00:00:00,32,Glass,466.51,Vendor_7,Rejected
1631,2023-05-25 00:00:00,22,Plastic,372.24,Vendor_16,Completed
1632,2023-06-19 00:00:00,12,Paper,53.57,Vendor_44,Completed
1633,2023-09-08 00:00:00,96,Paper,442.36,Vendor_15,Rejected
1634,2023-07-16 00:00:00,76,Plastic,159.51,Vendor_44,Pending
1635,2023-09-27 00:00:00,45,Glass,183.8,Vendor_28,Pending
1636,2023-09-04 00:00:00,2,Paper,185.99,Vendor_39,Pending
1637,2023-10-27 00:00:00,83,Metal,18.01,Vendor_12,Pending
1638,2023-09-28 00:00:00,94,Glass,456.95,Vendor_8,Pending
1639,2023-08-08 00:00:00,47,Plastic,181.64,Vendor_14,Rejected
1640,2023-08-20 00:00:00,70,Paper,56.05,Vendor_19,Rejected
1641,2023-04-05 00:00:00,79,Plastic,304.14,Vendor_50,Pending
1642,2023-03-21 00:00:00,91,Metal,121.27,Vendor_5,Completed
1643,2024-03-12 00:00:00,19,Paper,21.53,Vendor_40,Completed
1644,2023-08-08 00:00:00,30,Glass,280.99,Vendor_16,Completed
1645,2023-05-25 00:00:00,91,Metal,264.91,Vendor_10,Rejected
1646,2023-07-03 00:00:00,48,Plastic,474.2,Vendor_48,Completed
1647,2024-03-20 00:00:00,84,Organic,33.27,Vendor_14,Pending
1648,2024-02-28 00:00:00,100,Plastic,477.99,Vendor_32,Pending
1649,2023-03-23 00:00:00,60,Metal,431.93,Vendor_12,Rejected
1650,2023-10-14 00:00:00,96,Plastic,289.3,Vendor_36,Completed
1651,2023-02-14 00:00:00,100,Plastic,111.55,Vendor_21,Pending
1652,2023-10-29 00:00:00,23,Metal,371.84,Vendor_36,Rejected
1653,2024-03-21 00:00:00,32,Glass,76.86,Vendor_44,Completed
1654,2023-09-25 00:00:00,35,Glass,162.53,Vendor_42,Rejected
1655,2024-01-10 00:00:00,30,Metal,355.26,Vendor_3,Pending
1656,2023-07-20 00:00:00,6,Paper,126.88,Vendor_29,Rejected
1657,2023-10-07 00:00:00,3,Glass,462.28,Vendor_38,Completed
1658,2023-07-16 00:00:00,67,Metal,439.65,Vendor_42,Rejected
1659,2024-01-21 00:00:00,42,Plastic,255.18,Vendor_22,Completed
1660,2023-04-19 00:00:00,47,Glass,256.88,Vendor_26,Completed
1661,2023-03-11 00:00:00,15,Glass,419.36,Vendor_9,Rejected
1662,2023-09-01 00:00:00,87,Organic,462.16,Vendor_33,Rejected
1663,2023-03-16 00:00:00,95,Plastic,310.74,Vendor_12,Pending
1664,2024-03-26 00:00:00,92,Paper,379.39,Vendor_39,Rejected
1665,2023-03-08 00:00:00,48,Paper,421.67,Vendor_35,Completed
1666,2023-01-17 00:00:00,84,Metal,491.96,Vendor_6,Completed
1667,2023-01-07 00:00:00,51,Metal,231.28,Vendor_14,Completed
1668,2023-09-14 00:00:00,3,Glass,137.73,Vendor_26,Rejected
1669,2023-08-14 00:00:00,86,Plastic,224.55,Vendor_27,Rejected
1670,2023-07-08 00:00:00,29,Organic,462.19,Vendor_26,Completed
1671,2023-03-04 00:00:00,31,Organic,132.27,Vendor_13,Rejected
1672,2023-02-10 00:00:00,48,Plastic,201.45,Vendor_22,Completed
1673,2023-02-07 00:00:00,63,Plastic,195.17,Vendor_44,Completed
1674,2023-02-21 00:00:00,7,Paper,198.69,Vendor_8,Pending
1675,2023-07-24 00:00:00,40,Glass,414.65,Vendor_38,Pending
1676,2023-10-21 00:00:00,41,Glass,266.46,Vendor_41,Pending
1677,2024-02-14 00:00:00,78,Paper,146.31,Vendor_14,Rejected
1678,2023-02-05 00:00:00,63,Glass,446.92,Vendor_33,Completed
1679,2023-08-01 00:00:00,50,Plastic,292.42,Vendor_45,Completed
1680,2023-02-11 00:00:00,63,Paper,313.69,Vendor_23,Completed
1681,2023-06-09 00:00:00,97,Paper,499.03,Vendor_48,Completed
1682,2023-08-12 00:00:00,94,Glass,17.75,Vendor_40,Pending
1683,2024-02-12 00:00:00,18,Organic,210.67,Vendor_24,Pending
1684,2024-01-31 00:00:00,86,Glass,227.74,Vendor_17,Rejected
1685,2023-03-19 00:00:00,42,Metal,18.77,Vendor_2,Rejected
1686,2024-02-26 00:00:00,43,Metal,199.14,Vendor_43,Pending
1687,2023-06-05 00:00:00,18,Organic,474.85,Vendor_6,Completed
1688,2023-12-29 00:00:00,37,Organic,34.91,Vendor_13,Pending
1689,2023-12-19 00:00:00,100,Glass,437.57,Vendor_38,Pending
1690,2023-09-13 00:00:00,80,Glass,216.97,Vendor_23,Rejected
1691,2023-03-17 00:00:00,60,Glass,389.99,Vendor_11,Rejected
1692,2023-08-19 00:00:00,67,Glass,144.24,Vendor_18,Completed
1693,2024-03-15 00:00:00,97,Plastic,334.38,Vendor_42,Completed
1694,2023-09-27 00:00:00,35,Plastic,89.82,Vendor_6,Completed
1695,2023-08-10 00:00:00,24,Organic,331.94,Vendor_26,Pending
1696,2023-12-20 00:00:00,76,Glass,427.25,Vendor_18,Completed
1697,2023-03-12 00:00:00,86,Organic,174.83,Vendor_7,Completed
1698,2023-11-22 00:00:00,41,Plastic,117.75,Vendor_4,Completed
1699,2023-05-31 00:00:00,55,Paper,224.86,Vendor_11,Pending
1700,2023-06-29 00:00:00,37,Plastic,115.22,Vendor_21,Completed
1701,2023-06-24 00:00:00,41,Metal,413.27,Vendor_12,Rejected
1702,2023-12-25 00:00:00,80,Organic,79.48,Vendor_41,Rejected
1703,2023-11-15 00:00:00,49,Paper,430.1,Vendor_31,Pending
1704,2024-02-01 00:00:00,57,Organic,121.31,Vendor_38,Rejected
1705,2023-06-09 00:00:00,79,Organic,486.11,Vendor_22,Completed
1706,2024-02-18 00:00:00,89,Glass,105.23,Vendor_29,Rejected
1707,2024-03-05 00:00:00,49,Metal,354.73,Vendor_45,Completed
1708,2023-10-02 00:00:00,30,Paper,348.22,Vendor_29,Completed
1709,2023-12-02 00:00:00,1,Organic,493.94,Vendor_44,Rejected
1710,2023-06-07 00:00:00,81,Paper,284.7,Vendor_30,Completed
1711,2023-04-06 00:00:00,29,Plastic,340.86,Vendor_16,Completed
1712,2024-01-24 00:00:00,80,Glass,394.28,Vendor_27,Rejected
1713,2024-02-27 00:00:00,53,Glass,29.86,Vendor_7,Pending
1714,2023-06-20 00:00:00,99,Glass,275.03,Vendor_24,Rejected
1715,2023-01-07 00:00:00,59,Glass,109.96,Vendor_39,Pending
1716,2023-08-20 00:00:00,34,Paper,368.14,Vendor_28,Completed
1717,2023-01-31 00:00:00,46,Plastic,206.93,Vendor_22,Pending
1718,2023-10-27 00:00:00,15,Glass,478.9,Vendor_44,Completed
