baling_id,date,user_id,material_type,baled_qty,status
957,2024-02-21 00:00:00,90,Organic,389.43,Rejected
958,2023-01-30 00:00:00,87,Plastic,31.869,Pending
959,2023-09-19 00:00:00,63,Plastic,446.31,Rejected
960,2023-08-20 00:00:00,60,Plastic,90.783,Pending
961,2023-06-18 00:00:00,1,Plastic,33.057,Pending
962,2023-09-03 00:00:00,19,Plastic,420.525,Pending
963,2023-06-18 00:00:00,43,Organic,90.999,Rejected
964,2023-03-09 00:00:00,79,Glass,220.275,Completed
965,2024-01-13 00:00:00,89,Organic,410.058,Pending
966,2024-03-26 00:00:00,52,Glass,308.106,Rejected
967,2023-11-10 00:00:00,78,Plastic,177.264,Completed
968,2023-10-23 00:00:00,59,Organic,189.684,Completed
969,2023-11-05 00:00:00,87,Plastic,346.32,Completed
970,2023-09-04 00:00:00,100,Paper,401.742,Completed
971,2023-01-08 00:00:00,26,Organic,350.694,Completed
972,2023-04-19 00:00:00,22,Paper,423.378,Pending
973,2024-02-13 00:00:00,12,Organic,187.947,Pending
974,2023-05-29 00:00:00,2,Metal,393.381,Pending
975,2023-12-16 00:00:00,97,Plastic,195.3,Rejected
976,2023-08-31 00:00:00,16,Plastic,261.477,Completed
977,2023-07-10 00:00:00,90,Plastic,372.213,Pending
978,2023-12-10 00:00:00,86,Plastic,197.973,Rejected
979,2024-03-05 00:00:00,16,Paper,145.998,Rejected
980,2023-03-07 00:00:00,14,Plastic,167.301,Pending
981,2023-08-30 00:00:00,90,Metal,60.309,Rejected
982,2024-03-11 00:00:00,83,Plastic,67.455,Rejected
983,2023-04-02 00:00:00,95,Metal,238.239,Completed
984,2023-08-06 00:00:00,76,Paper,111.366,Completed
985,2023-08-02 00:00:00,19,Metal,122.364,Rejected
986,2024-02-20 00:00:00,58,Organic,312.975,Completed
987,2023-09-29 00:00:00,1,Glass,116.217,Rejected
988,2023-12-16 00:00:00,49,Paper,378.45,Completed
989,2023-01-15 00:00:00,35,Paper,26.334,Pending
990,2023-02-01 00:00:00,13,Paper,413.118,Completed
991,2023-03-22 00:00:00,3,Glass,286.443,Rejected
992,2023-07-10 00:00:00,70,Paper,240.633,Completed
993,2023-04-30 00:00:00,57,Paper,99.837,Rejected
994,2023-05-03 00:00:00,97,Metal,29.601,Completed
995,2024-03-02 00:00:00,25,Metal,63.792,Completed
996,2023-05-11 00:00:00,77,Paper,173.619,Completed
997,2023-07-29 00:00:00,5,Metal,420.741,Rejected
998,2023-12-13 00:00:00,7,Metal,379.494,Pending
999,2023-02-14 00:00:00,9,Plastic,63.954,Completed
1000,2023-08-07 00:00:00,29,Glass,35.136,Rejected
1001,2024-02-07 00:00:00,68,Organic,388.737,Rejected
1002,2023-12-15 00:00:00,17,Organic,81.963,Completed
1003,2023-11-05 00:00:00,30,Plastic,20.025,Pending
1004,2024-02-19 00:00:00,75,Metal,281.142,Rejected
1005,2023-10-15 00:00:00,70,Glass,147.6,Completed
1006,2023-08-24 00:00:00,41,Glass,99.585,Completed
1007,2023-08-06 00:00:00,48,Glass,290.97,Pending
1008,2023-06-29 00:00:00,60,Glass,307.737,Completed
1009,2024-02-28 00:00:00,96,Glass,181.485,Pending
1010,2023-02-21 00:00:00,78,Paper,323.379,Rejected
1011,2023-05-25 00:00:00,48,Plastic,422.64,Pending
1012,2023-11-18 00:00:00,15,Metal,20.088,Pending
1013,2023-10-30 00:00:00,41,Metal,103.626,Rejected
1014,2023-07-20 00:00:00,21,Plastic,87.507,Rejected
1015,2023-02-19 00:00:00,88,Metal,129.483,Completed
1016,2023-01-04 00:00:00,60,Organic,220.977,Pending
1017,2023-04-10 00:00:00,17,Paper,24.984,Rejected
1018,2024-02-28 00:00:00,87,Glass,47.205,Rejected
1019,2023-06-17 00:00:00,24,Glass,27.585,Pending
1020,2023-07-09 00:00:00,63,Plastic,188.937,Pending
1021,2023-07-25 00:00:00,26,Metal,24.408,Pending
1022,2023-07-06 00:00:00,78,Metal,10.755,Completed
1023,2023-06-23 00:00:00,7,Paper,236.817,Rejected
1024,2023-01-23 00:00:00,28,Paper,332.271,Completed
1025,2023-11-24 00:00:00,33,Organic,285.84,Pending
1026,2023-12-03 00:00:00,80,Plastic,70.641,Pending
1027,2023-01-16 00:00:00,11,Organic,369.891,Completed
1028,2023-07-19 00:00:00,35,Paper,389.772,Completed
1029,2023-08-02 00:00:00,33,Organic,263.304,Completed
1030,2023-08-07 00:00:00,50,Plastic,268.632,Completed
1031,2024-02-12 00:00:00,85,Glass,368.955,Rejected
1032,2023-04-20 00:00:00,35,Plastic,335.007,Rejected
1033,2024-03-01 00:00:00,99,Plastic,424.485,Completed
1034,2023-02-27 00:00:00,93,Paper,258.003,Completed
1035,2023-12-11 00:00:00,39,Paper,287.379,Completed
1036,2023-09-23 00:00:00,88,Organic,295.101,Pending
1037,2023-04-03 00:00:00,75,Organic,444.636,Rejected
1038,2023-10-10 00:00:00,56,Organic,22.077,Rejected
1039,2024-03-21 00:00:00,46,Organic,437.598,Completed
1040,2023-08-07 00:00:00,20,Metal,441.09,Rejected
1041,2023-11-13 00:00:00,59,Paper,190.908,Completed
1042,2023-08-21 00:00:00,8,Plastic,367.551,Pending
1043,2024-03-13 00:00:00,75,Glass,193.554,Completed
1044,2024-02-07 00:00:00,47,Glass,147.735,Pending
1045,2023-10-12 00:00:00,35,Organic,145.206,Completed
1046,2023-02-26 00:00:00,20,Organic,68.589,Completed
1047,2024-03-23 00:00:00,55,Glass,346.14,Pending
1048,2023-06-16 00:00:00,38,Organic,46.629,Rejected
1049,2023-11-29 00:00:00,85,Plastic,266.076,Pending
1050,2023-04-06 00:00:00,29,Metal,263.448,Pending
1051,2023-08-17 00:00:00,71,Plastic,412.461,Rejected
1052,2023-12-16 00:00:00,99,Plastic,391.743,Completed
1053,2023-04-06 00:00:00,78,Paper,94.527,Rejected
1054,2024-01-19 00:00:00,57,Plastic,148.473,Rejected
1055,2023-01-21 00:00:00,47,Plastic,106.137,Rejected
1056,2023-12-15 00:00:00,9,Paper,197.667,Rejected
1057,2023-05-10 00:00:00,14,Metal,122.085,Completed
1058,2023-10-11 00:00:00,22,Paper,115.056,Completed
1059,2023-05-29 00:00:00,47,Plastic,169.803,Pending
1060,2023-04-10 00:00:00,67,Plastic,427.59,Completed
1061,2024-02-16 00:00:00,55,Paper,130.887,Completed
1062,2024-03-10 00:00:00,70,Plastic,171.135,Rejected
1063,2024-03-18 00:00:00,78,Metal,345.024,Rejected
1064,2023-01-24 00:00:00,82,Paper,206.136,Rejected
1065,2023-09-28 00:00:00,71,Paper,229.797,Completed
1066,2023-12-09 00:00:00,27,Plastic,93.726,Rejected
1067,2023-11-07 00:00:00,43,Glass,316.557,Rejected
1068,2023-07-20 00:00:00,55,Glass,10.134,Rejected
1069,2023-07-16 00:00:00,34,Paper,108.873,Pending
1070,2023-07-08 00:00:00,93,Metal,101.862,Rejected
1071,2023-07-08 00:00:00,56,Glass,384.579,Completed
1072,2023-02-04 00:00:00,100,Metal,45.396,Completed
1073,2023-08-29 00:00:00,38,Metal,267.894,Completed
1074,2023-07-27 00:00:00,18,Organic,245.133,Pending
1075,2023-02-14 00:00:00,85,Paper,375.003,Completed
1076,2023-03-20 00:00:00,72,Metal,163.701,Pending
1077,2023-02-13 00:00:00,56,Glass,126.324,Completed
1078,2023-03-13 00:00:00,81,Organic,101.511,Completed
1079,2024-02-06 00:00:00,92,Organic,29.34,Rejected
1080,2023-08-19 00:00:00,56,Glass,240.138,Completed
1081,2023-01-25 00:00:00,91,Organic,214.722,Pending
1082,2023-10-27 00:00:00,76,Metal,259.56,Rejected
1083,2023-10-05 00:00:00,46,Plastic,373.302,Completed
1084,2023-05-24 00:00:00,97,Organic,137.097,Completed
1085,2024-01-06 00:00:00,26,Organic,121.896,Pending
1086,2023-04-29 00:00:00,61,Plastic,199.341,Pending
1087,2023-02-07 00:00:00,94,Glass,109.143,Completed
1088,2024-01-29 00:00:00,50,Organic,152.442,Pending
1089,2023-03-13 00:00:00,48,Plastic,87.345,Pending
1090,2023-10-27 00:00:00,68,Metal,17.82,Pending
1091,2023-09-30 00:00:00,19,Plastic,228.384,Pending
1092,2023-11-04 00:00:00,79,Plastic,263.421,Rejected
1093,2023-02-20 00:00:00,14,Metal,197.091,Pending
1094,2024-02-25 00:00:00,4,Glass,81.918,Pending
1095,2024-03-03 00:00:00,48,Paper,151.488,Rejected
1096,2023-09-27 00:00:00,31,Glass,222.372,Rejected
1097,2023-11-23 00:00:00,46,Metal,18.585,Pending
1098,2023-12-16 00:00:00,82,Glass,104.589,Rejected
1099,2024-03-22 00:00:00,37,Paper,367.128,Completed
1100,2023-06-10 00:00:00,99,Glass,93.285,Pending
1101,2023-07-19 00:00:00,89,Plastic,402.228,Rejected
1102,2023-04-09 00:00:00,23,Metal,328.635,Pending
1103,2023-06-02 00:00:00,77,Glass,224.307,Rejected
1104,2024-02-19 00:00:00,92,Paper,117.315,Completed
1105,2023-01-01 00:00:00,64,Paper,415.872,Pending
1106,2023-01-10 00:00:00,37,Plastic,58.14,Completed
1107,2023-07-22 00:00:00,17,Metal,430.488,Completed
1108,2024-01-01 00:00:00,43,Metal,290.961,Completed
1109,2024-02-18 00:00:00,92,Plastic,62.991,Pending
1110,2023-02-23 00:00:00,10,Metal,132.561,Pending
1111,2023-11-04 00:00:00,97,Organic,429.156,Completed
1112,2024-03-10 00:00:00,66,Plastic,44.694,Completed
1113,2023-07-23 00:00:00,64,Metal,187.686,Pending
1114,2023-10-20 00:00:00,63,Metal,16.182,Rejected
1115,2023-04-08 00:00:00,99,Glass,53.694,Completed
1116,2024-01-30 00:00:00,50,Organic,98.955,Completed
1117,2023-12-04 00:00:00,97,Glass,118.692,Pending
1118,2023-11-20 00:00:00,31,Plastic,206.316,Completed
1119,2023-02-14 00:00:00,88,Plastic,131.094,Completed
1120,2023-11-25 00:00:00,2,Paper,213.777,Rejected
1121,2023-03-28 00:00:00,2,Glass,432.882,Pending
1122,2023-10-05 00:00:00,42,Paper,62.991,Pending
1123,2023-11-11 00:00:00,92,Paper,83.556,Pending
1124,2023-04-27 00:00:00,68,Paper,210.168,Pending
1125,2023-10-02 00:00:00,75,Organic,448.542,Pending
1126,2023-05-16 00:00:00,61,Glass,18.279,Rejected
1127,2023-12-07 00:00:00,91,Organic,112.212,Pending
1128,2023-10-13 00:00:00,7,Organic,310.689,Pending
1129,2023-03-09 00:00:00,57,Glass,85.662,Pending
1130,2023-01-18 00:00:00,97,Glass,386.01,Rejected
1131,2023-04-24 00:00:00,15,Organic,424.719,Rejected
1132,2024-01-11 00:00:00,63,Paper,226.755,Pending
1133,2023-10-28 00:00:00,77,Metal,102.015,Pending
1134,2023-10-14 00:00:00,62,Glass,135.639,Rejected
1135,2023-04-23 00:00:00,66,Metal,383.796,Pending
1136,2023-08-11 00:00:00,68,Metal,366.039,Rejected
1137,2023-09-27 00:00:00,95,Metal,285.489,Rejected
1138,2024-02-03 00:00:00,31,Plastic,404.55,Pending
1139,2024-03-02 00:00:00,22,Paper,311.742,Rejected
1140,2023-08-22 00:00:00,33,Plastic,148.158,Completed
1141,2023-05-29 00:00:00,42,Paper,238.041,Pending
1142,2024-03-25 00:00:00,86,Metal,419.571,Rejected
1143,2023-12-27 00:00:00,55,Organic,295.245,Pending
1144,2023-04-28 00:00:00,39,Glass,195.012,Completed
1145,2023-11-29 00:00:00,55,Metal,71.739,Completed
1146,2023-04-15 00:00:00,97,Paper,425.862,Rejected
1147,2023-01-03 00:00:00,63,Glass,374.337,Rejected
1148,2024-03-25 00:00:00,41,Glass,237.843,Rejected
1149,2023-09-22 00:00:00,26,Glass,32.229,Pending
1150,2024-01-18 00:00:00,100,Glass,363.609,Rejected
1151,2023-01-30 00:00:00,85,Plastic,313.2,Rejected
1152,2023-12-07 00:00:00,97,Organic,46.467,Completed
1153,2023-05-02 00:00:00,81,Metal,43.371,Rejected
1154,2023-11-11 00:00:00,55,Plastic,337.5,Rejected
1155,2023-08-15 00:00:00,9,Organic,230.058,Completed
1156,2023-03-13 00:00:00,87,Organic,337.959,Pending
1157,2024-02-17 00:00:00,31,Paper,204.633,Rejected
1158,2023-01-31 00:00:00,65,Metal,430.011,Pending
1159,2023-01-23 00:00:00,8,Organic,75.555,Pending
1160,2023-12-18 00:00:00,32,Metal,236.313,Rejected
1161,2024-02-14 00:00:00,22,Glass,422.586,Rejected
1162,2023-01-27 00:00:00,69,Glass,369.027,Completed
1163,2023-01-13 00:00:00,95,Metal,324.369,Rejected
1164,2023-07-19 00:00:00,93,Paper,40.923,Rejected
1165,2023-07-09 00:00:00,70,Paper,441.801,Pending
1166,2023-03-27 00:00:00,18,Glass,200.529,Completed
1167,2023-10-14 00:00:00,99,Paper,149.067,Pending
1168,2023-05-29 00:00:00,25,Organic,257.868,Rejected
1169,2023-05-26 00:00:00,44,Paper,384.129,Completed
1170,2023-07-18 00:00:00,54,Metal,449.901,Pending
1171,2023-08-08 00:00:00,51,Glass,13.77,Pending
1172,2023-01-28 00:00:00,94,Metal,74.403,Pending
1173,2023-07-13 00:00:00,17,Paper,348.129,Pending
1174,2023-12-19 00:00:00,11,Organic,314.622,Rejected
1175,2023-11-23 00:00:00,18,Paper,59.886,Pending
1176,2023-10-26 00:00:00,93,Organic,153.27,Pending
1177,2023-03-24 00:00:00,65,Organic,320.697,Rejected
1178,2023-06-12 00:00:00,38,Paper,73.548,Completed
1179,2023-04-02 00:00:00,34,Plastic,119.934,Pending
1180,2023-04-11 00:00:00,37,Organic,352.422,Completed
1181,2023-10-21 00:00:00,39,Plastic,317.448,Completed
1182,2023-08-26 00:00:00,92,Plastic,237.348,Rejected
1183,2024-01-08 00:00:00,24,Organic,18.396,Pending
1184,2023-08-11 00:00:00,97,Glass,153.747,Pending
1185,2024-01-29 00:00:00,86,Organic,277.029,Completed
1186,2023-08-08 00:00:00,81,Paper,187.128,Completed
1187,2023-12-03 00:00:00,30,Organic,437.256,Rejected
1188,2023-06-16 00:00:00,6,Metal,19.602,Completed
1189,2024-01-10 00:00:00,32,Glass,362.169,Rejected
1190,2023-04-14 00:00:00,31,Paper,142.965,Pending
1191,2024-03-03 00:00:00,7,Metal,226.782,Completed
1192,2023-11-26 00:00:00,4,Metal,300.141,Pending
1193,2024-01-14 00:00:00,63,Glass,336.105,Rejected
1194,2023-04-23 00:00:00,15,Glass,228.798,Rejected
1195,2023-06-19 00:00:00,71,Plastic,135.333,Completed
1196,2023-06-19 00:00:00,43,Organic,395.136,Rejected
1197,2023-01-05 00:00:00,98,Paper,223.092,Rejected
1198,2023-02-01 00:00:00,22,Organic,9.198,Pending
1199,2023-04-20 00:00:00,58,Metal,383.562,Rejected
1200,2023-04-05 00:00:00,99,Glass,79.83,Completed
1201,2023-04-28 00:00:00,12,Plastic,183.339,Completed
1202,2023-09-21 00:00:00,26,Organic,352.152,Rejected
1203,2023-08-06 00:00:00,14,Organic,307.089,Rejected
1204,2023-05-26 00:00:00,98,Metal,153.279,Rejected
1205,2024-01-18 00:00:00,22,Organic,59.832,Rejected
1206,2023-09-30 00:00:00,62,Paper,393.057,Completed
1207,2023-02-26 00:00:00,34,Glass,144.171,Rejected
1208,2023-04-29 00:00:00,100,Plastic,61.632,Rejected
1209,2023-11-24 00:00:00,91,Metal,30.213,Pending
1210,2023-09-19 00:00:00,36,Glass,346.923,Pending
1211,2023-11-29 00:00:00,22,Paper,236.664,Completed
1212,2024-03-09 00:00:00,33,Paper,383.661,Rejected
1213,2023-07-27 00:00:00,7,Organic,171.81,Pending
1214,2023-04-02 00:00:00,28,Plastic,360.36,Pending
1215,2023-05-14 00:00:00,84,Plastic,289.719,Rejected
1216,2023-09-05 00:00:00,9,Plastic,32.769,Rejected
1217,2024-01-20 00:00:00,16,Organic,225.396,Completed
1218,2023-02-19 00:00:00,7,Organic,375.453,Pending
1219,2023-05-31 00:00:00,6,Paper,256.176,Pending
1220,2024-01-03 00:00:00,64,Metal,175.374,Rejected
1221,2023-05-30 00:00:00,40,Paper,119.907,Completed
1222,2023-01-04 00:00:00,10,Paper,10.944,Pending
1223,2023-06-26 00:00:00,91,Plastic,178.029,Pending
1224,2023-07-14 00:00:00,89,Metal,418.977,Completed
1225,2023-12-03 00:00:00,3,Glass,194.22,Pending
1226,2023-04-23 00:00:00,57,Metal,433.737,Pending
1227,2023-11-26 00:00:00,2,Organic,244.269,Pending
1228,2023-08-07 00:00:00,46,Organic,244.188,Pending
1229,2023-07-17 00:00:00,25,Plastic,14.787,Rejected
1230,2024-03-13 00:00:00,25,Organic,217.98,Pending
1231,2024-01-27 00:00:00,14,Glass,365.841,Pending
1232,2023-03-31 00:00:00,17,Metal,40.977,Rejected
1233,2023-11-15 00:00:00,69,Plastic,368.631,Completed
1234,2023-03-03 00:00:00,24,Organic,45.855,Rejected
1235,2023-09-24 00:00:00,69,Plastic,441.774,Completed
1236,2023-03-30 00:00:00,50,Paper,242.388,Rejected
1237,2023-01-24 00:00:00,12,Glass,81.81,Pending
1238,2023-04-15 00:00:00,79,Plastic,131.544,Pending
1239,2023-03-30 00:00:00,58,Paper,31.599,Completed
1240,2023-01-30 00:00:00,32,Plastic,352.062,Completed
1241,2023-06-16 00:00:00,98,Organic,449.847,Pending
1242,2023-02-17 00:00:00,35,Metal,152.325,Rejected
1243,2024-02-09 00:00:00,97,Plastic,261.585,Completed
1244,2023-09-18 00:00:00,75,Organic,229.77,Completed
1245,2023-01-11 00:00:00,48,Plastic,367.776,Rejected
1246,2023-02-07 00:00:00,34,Organic,176.76,Completed
1247,2024-01-15 00:00:00,40,Organic,417.015,Rejected
1248,2023-01-09 00:00:00,80,Plastic,196.848,Completed
1249,2023-11-05 00:00:00,31,Metal,40.338,Rejected
1250,2024-02-24 00:00:00,49,Plastic,203.157,Pending
1251,2023-10-09 00:00:00,47,Glass,152.811,Completed
1252,2024-03-02 00:00:00,81,Plastic,348.03,Rejected
1253,2024-03-15 00:00:00,65,Organic,9.396,Rejected
1254,2023-12-23 00:00:00,80,Metal,230.877,Rejected
1255,2023-07-31 00:00:00,5,Glass,213.786,Rejected
1256,2023-05-04 00:00:00,17,Organic,341.424,Rejected
1257,2023-04-27 00:00:00,82,Organic,181.629,Rejected
1258,2024-01-10 00:00:00,9,Glass,139.338,Pending
1259,2023-04-21 00:00:00,36,Organic,406.404,Rejected
1260,2023-07-06 00:00:00,45,Glass,24.588,Rejected
1261,2023-10-17 00:00:00,61,Paper,395.145,Completed
1262,2023-12-10 00:00:00,65,Plastic,413.388,Completed
1263,2023-02-14 00:00:00,1,Organic,84.096,Completed
1264,2024-01-14 00:00:00,48,Paper,82.368,Pending
1265,2023-03-25 00:00:00,12,Plastic,281.007,Pending
1266,2024-03-03 00:00:00,39,Metal,354.645,Pending
1267,2023-07-19 00:00:00,61,Glass,180.171,Rejected
1268,2023-07-21 00:00:00,86,Organic,16.317,Pending
1269,2023-03-19 00:00:00,37,Organic,419.148,Rejected
1270,2023-08-20 00:00:00,45,Metal,153.819,Completed
1271,2023-05-10 00:00:00,8,Plastic,358.056,Completed
1272,2023-03-15 00:00:00,93,Plastic,358.866,Completed
1273,2023-11-30 00:00:00,91,Glass,203.076,Pending
1274,2024-03-24 00:00:00,54,Organic,428.067,Rejected
1275,2023-05-10 00:00:00,32,Metal,87.876,Rejected
1276,2023-01-05 00:00:00,9,Metal,117.099,Completed
1277,2023-08-09 00:00:00,87,Plastic,386.235,Rejected
1278,2023-11-18 00:00:00,80,Glass,355.203,Completed
1279,2024-01-26 00:00:00,73,Organic,251.649,Rejected
1280,2023-08-29 00:00:00,33,Paper,224.748,Rejected
1281,2023-05-08 00:00:00,16,Organic,223.722,Rejected
1282,2023-09-17 00:00:00,2,Paper,65.619,Pending
1283,2023-12-05 00:00:00,93,Metal,121.68,Rejected
1284,2023-07-06 00:00:00,52,Plastic,301.788,Completed
1285,2024-03-05 00:00:00,38,Glass,115.695,Completed
1286,2023-06-29 00:00:00,67,Metal,243.729,Pending
1287,2023-02-14 00:00:00,88,Paper,317.808,Pending
1288,2024-01-22 00:00:00,77,Organic,61.974,Rejected
1289,2023-06-25 00:00:00,55,Paper,228.528,Completed
1290,2023-11-18 00:00:00,69,Glass,115.11,Completed
1291,2024-02-12 00:00:00,69,Organic,307.629,Pending
1292,2023-07-17 00:00:00,89,Paper,367.02,Rejected
1293,2023-12-03 00:00:00,83,Organic,259.65,Rejected
1294,2023-12-10 00:00:00,34,Glass,93.069,Rejected
1295,2023-07-30 00:00:00,68,Paper,245.547,Rejected
1296,2024-02-03 00:00:00,54,Plastic,50.373,Completed
1297,2024-02-01 00:00:00,80,Paper,332.811,Rejected
1298,2023-09-28 00:00:00,27,Metal,298.899,Rejected
1299,2023-12-07 00:00:00,98,Glass,71.937,Rejected
1300,2023-09-12 00:00:00,53,Plastic,412.488,Completed
1301,2023-03-24 00:00:00,33,Glass,132.597,Pending
1302,2023-05-14 00:00:00,87,Plastic,193.239,Pending
1303,2023-09-11 00:00:00,52,Metal,136.062,Completed
1304,2024-01-29 00:00:00,85,Glass,284.58,Completed
1305,2024-02-04 00:00:00,24,Glass,146.259,Rejected
1306,2023-05-30 00:00:00,49,Paper,287.523,Completed
1307,2023-05-29 00:00:00,13,Metal,99.27,Pending
1308,2023-05-15 00:00:00,29,Plastic,274.473,Pending
1309,2023-07-18 00:00:00,37,Organic,13.365,Rejected
1310,2023-06-22 00:00:00,46,Metal,358.533,Rejected
1311,2023-10-28 00:00:00,39,Metal,49.428,Rejected
1312,2023-12-14 00:00:00,53,Plastic,236.07,Completed
1313,2023-08-26 00:00:00,9,Glass,383.688,Pending
1314,2023-05-05 00:00:00,4,Glass,337.095,Pending
1315,2023-11-01 00:00:00,41,Organic,98.775,Pending
1316,2023-06-15 00:00:00,53,Glass,270.756,Pending
1317,2023-04-30 00:00:00,70,Plastic,240.912,Rejected
1318,2023-10-01 00:00:00,37,Metal,319.149,Rejected
1319,2023-02-06 00:00:00,85,Glass,64.161,Completed
1320,2023-10-02 00:00:00,69,Organic,100.035,Rejected
1321,2023-08-26 00:00:00,85,Plastic,274.374,Completed
1322,2023-10-18 00:00:00,53,Paper,273.951,Rejected
1323,2023-08-05 00:00:00,6,Metal,246.753,Pending
1324,2023-09-15 00:00:00,8,Plastic,230.643,Completed
1325,2023-06-12 00:00:00,7,Paper,226.8,Rejected
1326,2023-04-17 00:00:00,58,Glass,44.415,Completed
1327,2023-08-03 00:00:00,3,Plastic,11.124,Completed
1328,2024-03-05 00:00:00,25,Glass,91.017,Pending
1329,2023-11-29 00:00:00,4,Metal,427.257,Pending
1330,2023-06-14 00:00:00,22,Glass,371.583,Completed
1331,2023-07-17 00:00:00,96,Metal,371.043,Rejected
1332,2023-02-02 00:00:00,37,Organic,426.987,Pending
1333,2023-10-07 00:00:00,36,Paper,273.339,Pending
1334,2023-01-18 00:00:00,88,Organic,334.377,Rejected
1335,2023-09-05 00:00:00,36,Paper,81.567,Pending
1336,2024-03-04 00:00:00,69,Glass,362.619,Pending
1337,2023-06-15 00:00:00,96,Organic,111.591,Completed
1338,2023-06-20 00:00:00,15,Metal,223.515,Pending
1339,2024-01-29 00:00:00,23,Paper,146.907,Rejected
1340,2023-09-08 00:00:00,67,Organic,441.531,Rejected
1341,2023-08-02 00:00:00,91,Organic,85.887,Pending
1342,2023-10-28 00:00:00,9,Glass,197.1,Rejected
1343,2023-07-03 00:00:00,64,Plastic,96.93,Rejected
1344,2023-11-30 00:00:00,32,Metal,233.253,Completed
1345,2023-05-13 00:00:00,94,Glass,78.102,Rejected
1346,2024-03-05 00:00:00,51,Plastic,183.375,Pending
1347,2023-06-10 00:00:00,41,Metal,342.792,Rejected
1348,2023-03-28 00:00:00,20,Paper,9.657,Completed
1349,2023-03-06 00:00:00,3,Plastic,415.467,Rejected
1350,2023-09-01 00:00:00,72,Paper,226.107,Pending
1351,2024-03-17 00:00:00,100,Metal,221.112,Pending
1352,2023-03-04 00:00:00,41,Metal,241.83,Completed
1353,2023-05-05 00:00:00,22,Organic,69.417,Pending
1354,2023-03-06 00:00:00,87,Glass,27.846,Rejected
1355,2023-09-02 00:00:00,71,Organic,339.948,Rejected
1356,2023-04-15 00:00:00,38,Paper,427.941,Rejected
1357,2023-02-20 00:00:00,55,Organic,310.446,Pending
1358,2023-03-30 00:00:00,13,Glass,285.453,Completed
1359,2023-08-03 00:00:00,56,Paper,337.455,Pending
1360,2023-07-14 00:00:00,66,Plastic,212.049,Pending
1361,2023-03-13 00:00:00,69,Metal,132.39,Pending
1362,2023-06-23 00:00:00,42,Plastic,320.427,Completed
1363,2024-03-04 00:00:00,85,Organic,128.169,Pending
1364,2023-04-29 00:00:00,72,Metal,28.395,Pending
1365,2023-02-11 00:00:00,8,Paper,120.537,Rejected
1366,2023-10-31 00:00:00,10,Glass,409.014,Rejected
1367,2024-01-14 00:00:00,10,Organic,124.083,Pending
1368,2023-08-27 00:00:00,94,Plastic,420.714,Completed
1369,2023-08-06 00:00:00,80,Glass,69.759,Pending
1370,2023-02-04 00:00:00,78,Glass,63.477,Rejected
1371,2023-07-06 00:00:00,77,Plastic,258.093,Pending
1372,2024-01-05 00:00:00,26,Organic,200.889,Completed
1373,2023-05-31 00:00:00,49,Metal,75.771,Pending
1374,2024-03-10 00:00:00,35,Paper,240.525,Rejected
1375,2023-06-26 00:00:00,17,Metal,116.991,Completed
1376,2023-11-12 00:00:00,71,Metal,372.537,Completed
1377,2023-11-20 00:00:00,28,Glass,341.514,Rejected
1378,2023-08-13 00:00:00,41,Glass,357.876,Completed
1379,2023-11-05 00:00:00,1,Organic,101.511,Pending
1380,2023-04-04 00:00:00,97,Plastic,358.182,Completed
1381,2023-11-17 00:00:00,48,Paper,224.505,Pending
1382,2023-09-04 00:00:00,5,Plastic,361.467,Pending
1383,2023-11-16 00:00:00,62,Plastic,215.802,Rejected
1384,2023-10-05 00:00:00,40,Organic,71.379,Rejected
1385,2024-01-13 00:00:00,50,Metal,253.683,Pending
1386,2023-07-18 00:00:00,54,Organic,310.491,Pending
1387,2023-04-25 00:00:00,69,Organic,362.619,Rejected
1388,2023-06-01 00:00:00,16,Metal,342.018,Rejected
1389,2023-06-23 00:00:00,74,Metal,373.797,Completed
1390,2023-07-29 00:00:00,15,Organic,163.296,Rejected
1391,2024-02-23 00:00:00,69,Plastic,220.167,Pending
1392,2023-08-23 00:00:00,45,Organic,281.502,Completed
1393,2023-01-23 00:00:00,90,Plastic,99.864,Rejected
1394,2023-10-20 00:00:00,25,Paper,396.261,Pending
1395,2023-12-25 00:00:00,76,Organic,390.798,Completed
1396,2023-11-14 00:00:00,58,Plastic,311.508,Rejected
1397,2024-01-26 00:00:00,83,Plastic,70.83,Completed
1398,2023-03-31 00:00:00,17,Glass,170.334,Rejected
1399,2024-02-29 00:00:00,8,Metal,37.53,Completed
1400,2023-12-02 00:00:00,8,Organic,438.075,Completed
1401,2024-03-24 00:00:00,47,Glass,259.614,Rejected
1402,2023-03-22 00:00:00,49,Metal,408.177,Rejected
1403,2023-12-16 00:00:00,7,Paper,360.18,Completed
1404,2024-03-15 00:00:00,20,Glass,448.866,Pending
1405,2023-12-15 00:00:00,35,Paper,389.484,Rejected
1406,2023-09-30 00:00:00,80,Organic,425.079,Pending
1407,2023-08-30 00:00:00,93,Organic,306.684,Rejected
1408,2023-07-26 00:00:00,40,Plastic,266.751,Rejected
1409,2023-01-15 00:00:00,86,Plastic,436.986,Completed
1410,2023-10-23 00:00:00,1,Organic,37.746,Rejected
1411,2023-09-22 00:00:00,78,Glass,39.744,Pending
1412,2024-03-05 00:00:00,9,Glass,228.177,Pending
1413,2023-07-01 00:00:00,36,Paper,43.209,Completed
1414,2023-08-21 00:00:00,37,Organic,381.96,Completed
