dispatch_id,date,user_id,material_type,dispatched_qty,destination,status
1268,2024-03-18 00:00:00,62,Paper,256.21,Location_11,Completed
1269,2023-03-22 00:00:00,3,Metal,187.02,Location_7,Completed
1270,2023-05-22 00:00:00,14,Organic,285.49,Location_6,Completed
1271,2023-04-26 00:00:00,60,Organic,346.01,Location_20,Completed
1272,2023-01-29 00:00:00,8,Paper,15.78,Location_13,Rejected
1273,2023-06-03 00:00:00,61,Metal,251.76,Location_20,Rejected
1274,2024-01-05 00:00:00,7,Organic,354.09,Location_6,Completed
1275,2023-03-11 00:00:00,41,Organic,195.18,Location_15,Completed
1276,2023-11-26 00:00:00,57,Metal,249.17,Location_4,Rejected
1277,2023-12-20 00:00:00,26,Organic,214.98,Location_3,Pending
1278,2024-01-28 00:00:00,4,Paper,342.4,Location_1,Completed
1279,2023-11-03 00:00:00,17,Paper,206.42,Location_13,Completed
1280,2023-04-08 00:00:00,78,Metal,249.04,Location_13,Rejected
1281,2023-12-24 00:00:00,14,Glass,104.03,Location_17,Pending
1282,2023-12-11 00:00:00,43,Glass,46.85,Location_11,Completed
1283,2024-02-09 00:00:00,49,Paper,112.52,Location_4,Pending
1284,2023-03-26 00:00:00,92,Paper,247.34,Location_11,Completed
1285,2023-12-02 00:00:00,13,Plastic,62,Location_3,Completed
1286,2023-03-25 00:00:00,48,Paper,206.48,Location_2,Pending
1287,2023-08-15 00:00:00,22,Organic,434.44,Location_1,Completed
1288,2024-01-14 00:00:00,42,Glass,185.79,Location_19,Rejected
1289,2024-01-01 00:00:00,55,Organic,96.94,Location_4,Pending
1290,2023-07-06 00:00:00,6,Plastic,431.37,Location_9,Pending
1291,2023-04-26 00:00:00,38,Metal,63.2,Location_4,Pending
1292,2023-01-17 00:00:00,11,Glass,408.06,Location_10,Completed
1293,2023-03-20 00:00:00,22,Paper,315.55,Location_10,Pending
1294,2023-01-14 00:00:00,43,Metal,426.7,Location_15,Completed
1295,2024-01-24 00:00:00,44,Plastic,467.12,Location_7,Pending
1296,2023-04-08 00:00:00,97,Organic,121.91,Location_3,Completed
1297,2024-01-25 00:00:00,76,Metal,405.72,Location_7,Pending
1298,2023-02-18 00:00:00,41,Glass,466.19,Location_10,Pending
1299,2024-02-02 00:00:00,4,Plastic,352.42,Location_12,Completed
1300,2023-02-25 00:00:00,17,Plastic,312.28,Location_10,Pending
1301,2023-11-10 00:00:00,21,Plastic,147.67,Location_8,Completed
1302,2023-11-14 00:00:00,37,Metal,344.17,Location_10,Pending
1303,2024-03-09 00:00:00,93,Plastic,365.41,Location_13,Rejected
1304,2023-08-31 00:00:00,51,Glass,415.59,Location_7,Rejected
1305,2023-05-04 00:00:00,35,Organic,166.73,Location_5,Completed
1306,2023-02-01 00:00:00,30,Metal,112.54,Location_14,Completed
1307,2024-02-11 00:00:00,46,Glass,18.28,Location_2,Pending
1308,2023-12-17 00:00:00,68,Glass,259.88,Location_10,Rejected
1309,2023-12-06 00:00:00,26,Metal,281.01,Location_1,Pending
1310,2023-09-07 00:00:00,29,Metal,306.46,Location_12,Rejected
1311,2023-11-08 00:00:00,62,Metal,81.89,Location_20,Rejected
1312,2023-01-09 00:00:00,96,Metal,464.22,Location_15,Rejected
1313,2024-03-18 00:00:00,28,Organic,362.52,Location_20,Completed
1314,2023-01-06 00:00:00,85,Plastic,245.97,Location_2,Pending
1315,2023-08-12 00:00:00,1,Organic,19.89,Location_10,Completed
1316,2023-06-04 00:00:00,97,Metal,491.49,Location_13,Rejected
1317,2023-01-14 00:00:00,3,Glass,163.41,Location_1,Rejected
1318,2023-02-02 00:00:00,35,Metal,340.14,Location_19,Pending
1319,2023-10-03 00:00:00,54,Paper,378.52,Location_9,Rejected
1320,2023-04-12 00:00:00,90,Metal,21.13,Location_20,Rejected
1321,2023-01-27 00:00:00,27,Glass,490.42,Location_12,Pending
1322,2023-07-07 00:00:00,51,Glass,62.46,Location_6,Pending
1323,2024-01-25 00:00:00,42,Paper,349.73,Location_12,Pending
1324,2023-03-02 00:00:00,72,Glass,296.55,Location_10,Pending
1325,2023-09-29 00:00:00,54,Plastic,148.88,Location_16,Rejected
1326,2023-03-08 00:00:00,75,Paper,53.83,Location_10,Completed
1327,2024-03-25 00:00:00,29,Plastic,335.31,Location_4,Completed
1328,2023-04-25 00:00:00,75,Plastic,169.06,Location_10,Pending
1329,2023-03-29 00:00:00,88,Plastic,107.93,Location_19,Completed
1330,2023-12-21 00:00:00,86,Plastic,268.13,Location_16,Rejected
1331,2023-03-06 00:00:00,81,Metal,190.09,Location_14,Pending
1332,2023-09-20 00:00:00,80,Glass,496.66,Location_3,Pending
1333,2023-06-24 00:00:00,35,Glass,330.12,Location_8,Completed
1334,2023-04-08 00:00:00,16,Glass,473.2,Location_15,Pending
1335,2023-02-17 00:00:00,11,Organic,221.03,Location_11,Rejected
1336,2023-06-19 00:00:00,19,Glass,352.75,Location_11,Rejected
1337,2023-06-10 00:00:00,27,Metal,228.68,Location_14,Completed
1338,2024-03-09 00:00:00,72,Plastic,66.85,Location_10,Pending
1339,2024-01-09 00:00:00,20,Plastic,323.77,Location_17,Completed
1340,2023-10-28 00:00:00,12,Metal,455.34,Location_8,Rejected
1341,2024-03-10 00:00:00,88,Metal,110.56,Location_3,Completed
1342,2023-08-13 00:00:00,94,Organic,89.12,Location_19,Rejected
1343,2024-03-21 00:00:00,16,Metal,406.74,Location_1,Completed
1344,2023-04-03 00:00:00,34,Metal,242.92,Location_6,Rejected
1345,2023-01-17 00:00:00,42,Glass,289.42,Location_20,Rejected
1346,2023-02-12 00:00:00,72,Organic,227.87,Location_18,Pending
1347,2024-01-09 00:00:00,7,Glass,481.96,Location_7,Completed
1348,2023-12-11 00:00:00,38,Plastic,466.18,Location_9,Rejected
1349,2023-06-24 00:00:00,49,Organic,198.68,Location_6,Completed
1350,2023-07-24 00:00:00,70,Metal,365.42,Location_14,Pending
1351,2023-03-02 00:00:00,55,Metal,345.93,Location_16,Pending
1352,2023-11-12 00:00:00,4,Glass,480.59,Location_8,Completed
1353,2023-01-23 00:00:00,50,Paper,190.29,Location_15,Rejected
1354,2023-03-26 00:00:00,20,Glass,267.19,Location_4,Rejected
1355,2023-04-04 00:00:00,93,Plastic,464.62,Location_6,Completed
1356,2023-04-05 00:00:00,98,Paper,333.9,Location_20,Rejected
1357,2023-11-13 00:00:00,91,Glass,400.5,Location_6,Completed
1358,2023-12-01 00:00:00,76,Organic,147.64,Location_10,Pending
1359,2023-11-06 00:00:00,98,Plastic,55.86,Location_14,Rejected
1360,2023-08-23 00:00:00,68,Paper,467.52,Location_1,Completed
1361,2023-04-14 00:00:00,84,Glass,381.13,Location_4,Rejected
1362,2024-01-10 00:00:00,80,Organic,64.72,Location_16,Completed
1363,2024-03-04 00:00:00,82,Plastic,244.02,Location_4,Pending
1364,2023-03-21 00:00:00,10,Metal,75.18,Location_18,Pending
1365,2023-03-06 00:00:00,29,Metal,129.62,Location_19,Completed
1366,2023-07-30 00:00:00,84,Glass,11.96,Location_2,Pending
1367,2023-04-13 00:00:00,21,Glass,374.85,Location_19,Completed
1368,2023-02-22 00:00:00,62,Organic,314.06,Location_4,Pending
1369,2024-03-14 00:00:00,31,Glass,176.99,Location_18,Completed
1370,2023-05-05 00:00:00,85,Metal,313.69,Location_18,Rejected
1371,2023-07-29 00:00:00,26,Metal,199.52,Location_20,Rejected
1372,2024-03-15 00:00:00,44,Plastic,196.03,Location_5,Rejected
1373,2023-10-17 00:00:00,95,Organic,306.3,Location_9,Pending
1374,2023-12-14 00:00:00,87,Metal,398.74,Location_11,Completed
1375,2023-12-20 00:00:00,71,Paper,464.38,Location_15,Rejected
1376,2024-01-26 00:00:00,16,Organic,241.07,Location_14,Rejected
1377,2023-08-11 00:00:00,71,Glass,449.53,Location_16,Completed
1378,2023-05-05 00:00:00,84,Metal,284.84,Location_20,Completed
1379,2023-03-23 00:00:00,35,Plastic,125.31,Location_13,Rejected
1380,2023-08-23 00:00:00,15,Plastic,450.22,Location_18,Completed
1381,2024-01-08 00:00:00,41,Organic,21.49,Location_3,Pending
1382,2023-03-19 00:00:00,88,Plastic,305.97,Location_10,Pending
1383,2024-01-10 00:00:00,69,Paper,13.34,Location_4,Pending
1384,2023-07-09 00:00:00,79,Paper,417.56,Location_2,Completed
1385,2024-02-22 00:00:00,75,Organic,405.55,Location_10,Completed
1386,2023-08-11 00:00:00,13,Glass,140.33,Location_4,Rejected
1387,2023-12-06 00:00:00,82,Metal,303.51,Location_9,Pending
1388,2023-10-10 00:00:00,44,Glass,209.89,Location_11,Rejected
1389,2023-12-21 00:00:00,19,Organic,93.27,Location_16,Completed
1390,2023-02-12 00:00:00,4,Glass,181.1,Location_19,Completed
1391,2023-08-25 00:00:00,32,Organic,12.67,Location_17,Rejected
1392,2023-05-15 00:00:00,19,Paper,345.65,Location_5,Completed
1393,2023-10-18 00:00:00,33,Organic,56.27,Location_1,Completed
1394,2023-12-25 00:00:00,23,Plastic,99.84,Location_19,Pending
1395,2023-04-03 00:00:00,95,Organic,342.97,Location_16,Pending
1396,2023-08-25 00:00:00,42,Organic,188.53,Location_5,Rejected
1397,2023-03-02 00:00:00,15,Plastic,362.88,Location_12,Rejected
1398,2023-04-24 00:00:00,14,Plastic,190.06,Location_16,Completed
1399,2023-07-28 00:00:00,83,Organic,475.71,Location_8,Rejected
1400,2023-05-08 00:00:00,22,Glass,67.2,Location_17,Completed
1401,2023-07-26 00:00:00,64,Organic,357.75,Location_13,Pending
1402,2023-10-11 00:00:00,57,Glass,434.48,Location_1,Rejected
1403,2024-02-18 00:00:00,50,Paper,182.29,Location_3,Completed
1404,2023-08-28 00:00:00,48,Plastic,128.6,Location_8,Completed
1405,2024-01-07 00:00:00,2,Organic,70.69,Location_14,Pending
1406,2023-07-17 00:00:00,87,Organic,334.44,Location_2,Pending
1407,2023-03-31 00:00:00,38,Glass,77.45,Location_14,Pending
1408,2024-03-21 00:00:00,68,Metal,223.24,Location_9,Pending
1409,2024-03-01 00:00:00,90,Plastic,48.34,Location_6,Completed
1410,2023-07-18 00:00:00,52,Plastic,415.81,Location_7,Pending
1411,2023-07-26 00:00:00,42,Plastic,105.33,Location_13,Completed
1412,2023-02-07 00:00:00,20,Glass,454.54,Location_18,Pending
1413,2023-05-18 00:00:00,46,Metal,468.98,Location_20,Pending
1414,2024-01-06 00:00:00,42,Metal,362.99,Location_10,Rejected
1415,2023-08-28 00:00:00,51,Metal,409.54,Location_2,Rejected
1416,2023-06-07 00:00:00,42,Organic,262.52,Location_19,Pending
1417,2023-05-08 00:00:00,13,Plastic,136.71,Location_5,Pending
1418,2023-11-01 00:00:00,94,Glass,495.63,Location_15,Completed
1419,2023-03-29 00:00:00,36,Paper,324.47,Location_8,Pending
1420,2023-08-17 00:00:00,48,Paper,88.32,Location_19,Completed
1421,2023-03-09 00:00:00,100,Glass,34.52,Location_18,Completed
1422,2023-11-15 00:00:00,2,Plastic,269.9,Location_5,Completed
1423,2023-04-15 00:00:00,49,Glass,29.28,Location_6,Completed
1424,2024-03-26 00:00:00,17,Paper,65.19,Location_8,Rejected
1425,2023-01-17 00:00:00,66,Plastic,460.78,Location_1,Completed
1426,2023-11-08 00:00:00,77,Plastic,272.06,Location_4,Completed
1427,2023-10-14 00:00:00,21,Plastic,285.92,Location_8,Rejected
1428,2023-01-26 00:00:00,61,Organic,314.48,Location_6,Completed
1429,2023-08-28 00:00:00,95,Paper,207.45,Location_13,Rejected
1430,2023-12-07 00:00:00,19,Metal,84.34,Location_18,Completed
1431,2023-02-28 00:00:00,23,Metal,207.87,Location_17,Pending
1432,2023-08-17 00:00:00,68,Metal,226.55,Location_7,Rejected
1433,2023-03-17 00:00:00,89,Glass,171.2,Location_3,Completed
1434,2023-12-23 00:00:00,31,Paper,285.6,Location_12,Rejected
1435,2023-08-11 00:00:00,97,Plastic,85.1,Location_4,Pending
1436,2023-09-07 00:00:00,72,Glass,487.9,Location_14,Pending
1437,2023-07-31 00:00:00,98,Organic,432.88,Location_19,Rejected
1438,2024-03-11 00:00:00,49,Plastic,142.26,Location_10,Rejected
1439,2023-02-06 00:00:00,3,Paper,337.18,Location_17,Completed
1440,2023-02-27 00:00:00,42,Metal,243.52,Location_4,Completed
1441,2024-03-18 00:00:00,89,Paper,287.51,Location_14,Rejected
1442,2024-03-13 00:00:00,45,Metal,400.57,Location_3,Pending
1443,2023-09-10 00:00:00,96,Plastic,228.04,Location_14,Pending
1444,2023-07-05 00:00:00,9,Metal,367.49,Location_10,Rejected
1445,2024-02-06 00:00:00,81,Metal,263.1,Location_5,Rejected
1446,2023-09-21 00:00:00,36,Metal,39.44,Location_15,Rejected
1447,2023-09-12 00:00:00,53,Organic,253.47,Location_12,Rejected
1448,2024-02-16 00:00:00,15,Glass,171.01,Location_10,Completed
1449,2023-03-26 00:00:00,60,Paper,494.04,Location_20,Pending
1450,2023-12-08 00:00:00,57,Glass,238.13,Location_1,Completed
1451,2023-08-21 00:00:00,41,Glass,66.94,Location_15,Pending
1452,2024-02-06 00:00:00,13,Plastic,237.8,Location_15,Completed
1453,2023-07-10 00:00:00,43,Plastic,77.67,Location_5,Rejected
1454,2023-11-23 00:00:00,6,Glass,226.48,Location_14,Completed
1455,2023-12-29 00:00:00,78,Plastic,186.88,Location_8,Pending
1456,2024-02-24 00:00:00,44,Metal,205.24,Location_8,Rejected
1457,2023-10-30 00:00:00,90,Paper,48.33,Location_13,Rejected
1458,2023-10-16 00:00:00,56,Plastic,164.52,Location_20,Pending
1459,2023-01-17 00:00:00,58,Organic,196.12,Location_4,Pending
1460,2023-05-29 00:00:00,74,Metal,223.65,Location_5,Rejected
1461,2023-03-25 00:00:00,100,Metal,413.28,Location_9,Rejected
1462,2023-06-28 00:00:00,60,Organic,258.56,Location_20,Pending
1463,2023-07-17 00:00:00,96,Glass,447.38,Location_15,Completed
1464,2024-01-13 00:00:00,22,Plastic,262.98,Location_9,Pending
1465,2023-09-08 00:00:00,66,Metal,445.47,Location_11,Rejected
1466,2023-02-11 00:00:00,95,Glass,145.7,Location_19,Pending
1467,2023-08-26 00:00:00,92,Glass,120.09,Location_2,Completed
1468,2023-12-09 00:00:00,72,Paper,162.07,Location_2,Completed
1469,2024-01-11 00:00:00,90,Plastic,212.66,Location_4,Completed
1470,2023-09-05 00:00:00,100,Paper,154.41,Location_18,Pending
1471,2023-02-20 00:00:00,33,Organic,236.94,Location_19,Pending
1472,2024-01-16 00:00:00,51,Plastic,110.25,Location_9,Completed
1473,2024-02-13 00:00:00,51,Plastic,183.91,Location_9,Rejected
1474,2023-12-05 00:00:00,19,Glass,212.65,Location_15,Pending
1475,2023-07-22 00:00:00,73,Metal,459.46,Location_18,Pending
1476,2023-12-24 00:00:00,38,Paper,201.11,Location_5,Rejected
1477,2023-12-09 00:00:00,8,Glass,101.08,Location_1,Rejected
1478,2023-08-10 00:00:00,97,Paper,125.92,Location_12,Pending
1479,2023-05-26 00:00:00,55,Organic,52.51,Location_11,Pending
1480,2023-09-17 00:00:00,87,Metal,120.61,Location_10,Rejected
1481,2023-10-05 00:00:00,49,Organic,490.95,Location_6,Completed
1482,2023-01-12 00:00:00,87,Plastic,435.97,Location_19,Completed
1483,2023-04-28 00:00:00,51,Metal,178.02,Location_9,Pending
1484,2023-09-09 00:00:00,36,Glass,382.3,Location_16,Completed
1485,2023-03-09 00:00:00,60,Plastic,279.07,Location_6,Completed
1486,2024-02-29 00:00:00,99,Paper,379.61,Location_7,Rejected
1487,2023-09-06 00:00:00,24,Glass,92.13,Location_6,Rejected
1488,2024-01-31 00:00:00,77,Paper,437.54,Location_9,Completed
1489,2023-06-22 00:00:00,16,Plastic,381.32,Location_9,Rejected
1490,2024-01-13 00:00:00,62,Metal,222.49,Location_7,Rejected
1491,2023-12-12 00:00:00,50,Glass,21,Location_18,Rejected
1492,2023-11-03 00:00:00,19,Metal,212.19,Location_11,Completed
1493,2023-08-29 00:00:00,46,Metal,60.5,Location_16,Pending
1494,2023-07-09 00:00:00,63,Plastic,33.08,Location_7,Rejected
1495,2024-03-15 00:00:00,27,Organic,22.96,Location_12,Completed
1496,2023-11-22 00:00:00,76,Paper,199.05,Location_9,Pending
1497,2023-01-20 00:00:00,21,Glass,329.75,Location_18,Rejected
1498,2023-05-03 00:00:00,46,Paper,86.79,Location_20,Pending
1499,2023-08-18 00:00:00,52,Organic,263.56,Location_5,Pending
1500,2023-05-29 00:00:00,81,Plastic,374.74,Location_20,Rejected
1501,2023-08-22 00:00:00,92,Paper,340.51,Location_15,Rejected
1502,2023-03-28 00:00:00,63,Plastic,198.18,Location_7,Pending
1503,2023-09-21 00:00:00,77,Paper,181.08,Location_1,Rejected
1504,2023-12-29 00:00:00,28,Glass,92.04,Location_5,Pending
1505,2023-06-21 00:00:00,55,Paper,428.5,Location_15,Rejected
1506,2023-09-03 00:00:00,16,Glass,93.31,Location_8,Rejected
1507,2023-03-03 00:00:00,92,Metal,115.7,Location_17,Rejected
1508,2023-07-22 00:00:00,90,Plastic,83.97,Location_9,Completed
1509,2024-02-17 00:00:00,52,Paper,126.73,Location_12,Rejected
1510,2023-05-27 00:00:00,95,Glass,189.87,Location_3,Completed
1511,2023-03-06 00:00:00,36,Plastic,85.76,Location_7,Pending
1512,2024-01-08 00:00:00,47,Metal,163.36,Location_10,Pending
1513,2023-03-25 00:00:00,40,Glass,210.54,Location_8,Completed
1514,2023-05-14 00:00:00,58,Glass,194.67,Location_4,Pending
1515,2023-05-05 00:00:00,8,Plastic,440.6,Location_20,Pending
1516,2023-05-16 00:00:00,19,Metal,114.46,Location_10,Rejected
1517,2024-01-14 00:00:00,28,Plastic,461.15,Location_12,Pending
1518,2024-01-26 00:00:00,19,Glass,308.85,Location_8,Rejected
1519,2023-10-15 00:00:00,28,Metal,271.37,Location_16,Pending
1520,2023-09-15 00:00:00,36,Paper,199.15,Location_16,Completed
1521,2023-07-29 00:00:00,79,Organic,496.48,Location_13,Rejected
1522,2024-02-25 00:00:00,60,Metal,475.87,Location_13,Rejected
1523,2024-01-19 00:00:00,89,Metal,244.53,Location_14,Completed
1524,2023-03-09 00:00:00,73,Metal,34.84,Location_14,Rejected
1525,2024-01-01 00:00:00,70,Plastic,102.27,Location_20,Pending
1526,2023-04-01 00:00:00,3,Metal,195.12,Location_19,Completed
1527,2023-07-01 00:00:00,18,Paper,222.79,Location_6,Pending
1528,2023-03-12 00:00:00,64,Paper,144.52,Location_14,Pending
1529,2024-03-25 00:00:00,69,Paper,155.88,Location_2,Rejected
1530,2023-02-16 00:00:00,21,Plastic,180.5,Location_9,Rejected
1531,2023-07-20 00:00:00,21,Plastic,17.1,Location_12,Pending
1532,2023-02-09 00:00:00,45,Plastic,393.12,Location_8,Pending
1533,2024-01-04 00:00:00,81,Plastic,477.88,Location_6,Rejected
1534,2024-02-26 00:00:00,11,Metal,482.48,Location_14,Completed
1535,2023-02-19 00:00:00,49,Metal,270.18,Location_8,Rejected
1536,2023-12-19 00:00:00,23,Metal,237.53,Location_14,Rejected
1537,2023-07-10 00:00:00,67,Metal,452.86,Location_12,Rejected
1538,2023-03-28 00:00:00,91,Organic,409.12,Location_4,Pending
1539,2024-02-03 00:00:00,5,Metal,272.27,Location_18,Pending
1540,2023-07-16 00:00:00,65,Plastic,401.29,Location_3,Rejected
1541,2023-03-27 00:00:00,20,Glass,367.07,Location_9,Completed
1542,2023-02-25 00:00:00,18,Glass,483.67,Location_20,Rejected
1543,2024-02-07 00:00:00,83,Organic,362.96,Location_12,Pending
1544,2023-08-07 00:00:00,83,Paper,394.65,Location_11,Completed
1545,2023-03-02 00:00:00,68,Plastic,71.62,Location_3,Completed
1546,2023-04-09 00:00:00,32,Metal,348.25,Location_15,Rejected
1547,2024-02-28 00:00:00,1,Organic,375.33,Location_15,Pending
1548,2023-08-07 00:00:00,25,Paper,177.52,Location_4,Completed
1549,2023-05-09 00:00:00,14,Glass,24.23,Location_10,Completed
1550,2023-10-31 00:00:00,51,Glass,272.43,Location_12,Completed
1551,2023-08-29 00:00:00,35,Plastic,159.58,Location_11,Rejected
1552,2023-09-14 00:00:00,69,Organic,112.87,Location_7,Pending
1553,2023-09-26 00:00:00,18,Metal,132.84,Location_8,Rejected
1554,2023-10-31 00:00:00,9,Organic,369.98,Location_18,Pending
1555,2023-04-13 00:00:00,15,Plastic,127,Location_8,Rejected
1556,2023-03-20 00:00:00,59,Glass,380.37,Location_4,Rejected
1557,2024-01-14 00:00:00,19,Plastic,395.17,Location_19,Pending
1558,2023-07-24 00:00:00,10,Glass,218,Location_12,Rejected
1559,2024-02-29 00:00:00,80,Plastic,12.17,Location_4,Pending
1560,2023-09-30 00:00:00,74,Paper,134.2,Location_19,Completed
1561,2023-11-19 00:00:00,98,Organic,310.93,Location_7,Rejected
1562,2023-07-20 00:00:00,82,Plastic,391.09,Location_16,Rejected
1563,2023-04-21 00:00:00,14,Paper,170.63,Location_11,Completed
1564,2023-10-27 00:00:00,89,Glass,68.43,Location_8,Completed
1565,2023-08-11 00:00:00,85,Plastic,246.34,Location_12,Completed
1566,2024-01-20 00:00:00,80,Paper,140.21,Location_15,Rejected
1567,2023-05-01 00:00:00,68,Organic,14.91,Location_1,Completed
1568,2023-11-28 00:00:00,8,Plastic,73.54,Location_10,Pending
1569,2024-03-26 00:00:00,45,Plastic,372.73,Location_17,Completed
1570,2024-02-23 00:00:00,83,Metal,498.29,Location_6,Pending
1571,2023-01-05 00:00:00,72,Glass,214.52,Location_6,Completed
1572,2023-06-06 00:00:00,81,Paper,160.4,Location_5,Completed
1573,2023-05-16 00:00:00,57,Metal,360.77,Location_7,Completed
1574,2023-12-06 00:00:00,47,Metal,351.78,Location_5,Pending
1575,2023-12-03 00:00:00,75,Plastic,205.96,Location_4,Completed
1576,2024-02-27 00:00:00,96,Plastic,45.14,Location_12,Rejected
1577,2023-12-29 00:00:00,16,Organic,140.97,Location_10,Completed
1578,2023-11-23 00:00:00,40,Metal,191.63,Location_15,Rejected
1579,2023-04-24 00:00:00,70,Organic,235.32,Location_7,Rejected
1580,2024-02-19 00:00:00,25,Metal,398.39,Location_7,Pending
1581,2023-12-31 00:00:00,17,Organic,97.43,Location_5,Pending
1582,2023-09-02 00:00:00,75,Organic,83.62,Location_14,Completed
1583,2023-10-10 00:00:00,41,Metal,445.18,Location_9,Pending
1584,2023-07-12 00:00:00,70,Organic,248.01,Location_1,Pending
1585,2023-11-26 00:00:00,1,Metal,358.51,Location_13,Pending
1586,2023-09-12 00:00:00,5,Metal,481.15,Location_7,Completed
1587,2023-11-15 00:00:00,95,Glass,242.12,Location_18,Completed
1588,2023-01-19 00:00:00,67,Paper,348.03,Location_1,Rejected
1589,2023-11-18 00:00:00,84,Organic,107.31,Location_1,Rejected
1590,2023-07-25 00:00:00,98,Plastic,93.65,Location_8,Completed
1591,2023-01-26 00:00:00,28,Organic,176.29,Location_12,Rejected
1592,2023-06-07 00:00:00,95,Plastic,29.79,Location_19,Completed
1593,2023-11-29 00:00:00,59,Paper,177.83,Location_8,Pending
1594,2024-01-13 00:00:00,10,Paper,50.61,Location_5,Completed
1595,2023-07-29 00:00:00,83,Organic,267.84,Location_4,Completed
1596,2023-09-08 00:00:00,29,Glass,310.32,Location_5,Rejected
1597,2023-01-13 00:00:00,26,Metal,172.26,Location_20,Completed
1598,2023-08-26 00:00:00,1,Paper,339.54,Location_6,Rejected
1599,2023-11-12 00:00:00,8,Glass,24.21,Location_1,Pending
1600,2023-07-02 00:00:00,2,Metal,239.15,Location_10,Rejected
1601,2023-10-04 00:00:00,94,Plastic,116.87,Location_17,Completed
1602,2023-03-15 00:00:00,89,Metal,356.23,Location_6,Pending
1603,2023-06-13 00:00:00,96,Plastic,371.43,Location_6,Completed
1604,2023-10-24 00:00:00,98,Metal,266.28,Location_15,Rejected
1605,2023-06-13 00:00:00,72,Organic,406.08,Location_20,Rejected
1606,2023-08-28 00:00:00,23,Organic,345.37,Location_2,Rejected
1607,2023-09-24 00:00:00,5,Metal,443.33,Location_14,Pending
1608,2024-01-22 00:00:00,53,Plastic,25.35,Location_9,Completed
1609,2023-03-18 00:00:00,60,Organic,455.23,Location_15,Rejected
1610,2023-09-27 00:00:00,54,Plastic,400.94,Location_14,Pending
1611,2023-04-21 00:00:00,77,Metal,494.76,Location_13,Completed
1612,2023-07-27 00:00:00,26,Organic,196.04,Location_2,Rejected
1613,2023-05-23 00:00:00,78,Paper,310.53,Location_5,Completed
1614,2023-08-26 00:00:00,62,Metal,276.43,Location_3,Completed
1615,2023-10-31 00:00:00,17,Plastic,298.33,Location_2,Pending
1616,2023-12-07 00:00:00,14,Metal,147.54,Location_3,Pending
1617,2023-09-15 00:00:00,10,Glass,270.83,Location_6,Completed
1618,2023-08-20 00:00:00,52,Glass,78.05,Location_5,Rejected
1619,2023-03-15 00:00:00,2,Paper,243.68,Location_7,Completed
1620,2023-05-14 00:00:00,91,Plastic,233.57,Location_16,Pending
1621,2023-07-17 00:00:00,26,Organic,490.96,Location_11,Pending
1622,2024-01-20 00:00:00,39,Metal,209.75,Location_3,Completed
1623,2023-12-24 00:00:00,89,Paper,354.42,Location_2,Pending
1624,2023-11-18 00:00:00,53,Paper,455.74,Location_20,Completed
1625,2024-03-07 00:00:00,97,Plastic,200.99,Location_19,Completed
1626,2024-01-30 00:00:00,14,Glass,260.08,Location_6,Completed
1627,2024-02-09 00:00:00,92,Plastic,119.19,Location_11,Pending
1628,2023-05-06 00:00:00,61,Plastic,384.11,Location_8,Completed
1629,2023-03-11 00:00:00,79,Metal,355.16,Location_12,Pending
1630,2023-07-18 00:00:00,94,Glass,30.98,Location_3,Pending
1631,2023-02-02 00:00:00,50,Paper,330.38,Location_18,Completed
1632,2023-09-27 00:00:00,41,Metal,489.79,Location_16,Pending
1633,2023-01-16 00:00:00,53,Metal,322.39,Location_11,Completed
1634,2023-02-10 00:00:00,50,Organic,115.33,Location_19,Completed
1635,2023-08-11 00:00:00,20,Glass,167.78,Location_12,Completed
1636,2023-10-02 00:00:00,79,Plastic,465.92,Location_1,Rejected
1637,2023-08-02 00:00:00,23,Paper,117.47,Location_13,Pending
1638,2023-07-19 00:00:00,82,Metal,199.26,Location_4,Pending
1639,2023-05-12 00:00:00,20,Metal,243.16,Location_13,Completed
1640,2023-01-25 00:00:00,87,Metal,31.91,Location_19,Completed
1641,2023-12-28 00:00:00,4,Paper,144.41,Location_16,Completed
1642,2023-01-06 00:00:00,92,Paper,494.82,Location_7,Rejected
1643,2023-04-05 00:00:00,36,Glass,305.93,Location_7,Rejected
1644,2024-02-13 00:00:00,82,Glass,301.58,Location_2,Completed
1645,2024-03-24 00:00:00,9,Metal,392.47,Location_15,Rejected
1646,2023-07-16 00:00:00,10,Metal,94.89,Location_5,Rejected
1647,2023-02-16 00:00:00,93,Paper,166.06,Location_5,Pending
1648,2023-09-17 00:00:00,65,Glass,129.93,Location_11,Pending
1649,2023-08-31 00:00:00,74,Plastic,459.22,Location_8,Rejected
1650,2023-03-03 00:00:00,1,Glass,498.23,Location_17,Completed
1651,2023-12-17 00:00:00,2,Paper,493.35,Location_20,Rejected
1652,2023-06-21 00:00:00,86,Organic,131.45,Location_8,Completed
1653,2023-03-21 00:00:00,32,Metal,68.55,Location_9,Rejected
1654,2024-03-16 00:00:00,25,Plastic,401,Location_11,Rejected
1655,2023-11-19 00:00:00,53,Plastic,82.16,Location_14,Completed
1656,2024-03-15 00:00:00,14,Paper,472.31,Location_1,Rejected
1657,2023-10-03 00:00:00,48,Glass,351.66,Location_5,Completed
1658,2024-01-10 00:00:00,76,Plastic,349.61,Location_14,Pending
1659,2023-07-03 00:00:00,67,Plastic,18.89,Location_18,Pending
1660,2023-11-06 00:00:00,97,Metal,195.33,Location_6,Completed
